视频ID,视频标题,自定义ID,IP地址,观众地理位置,观看时长,消耗流量,播放终端,操作系统,浏览器,观看地址,观众昵称,开始时间
d1977c4d6870d6695672fbe10b1a15b4_d,04 python s16 day001 python基础  变量的命名规范_batch,,222.221.150.85,云南 昆明,00:15:28,0,PC端,Mac OS X,Chrome,https://www.luffycity.com/micro/play/3933,,2019-01-03 00:03:41
d1977c4d68ea211ba402f8e39334ec7c_d,02 python s5 day28 FTP项目 目录切换功能,,183.213.245.238,江苏 南通,00:04:27,0,PC端,Windows,Chrome,https://www.luffycity.com/micro/play/847,,2019-01-03 00:04:08
d1977c4d689b1d486a5b77f7110adffc_d,67-Ajax的简单实现_batch,61a6819d105a64bb75b716e2961b3bf5,125.36.65.226,天津 天津,00:17:44,0,移动端,Android Mobile,Chrome Mobile,https://m.luffycity.com/study/videocourse/2641,,2019-01-03 00:02:27
d1977c4d685da46b94d7e023c9a0844a_d,,,36.113.32.59,浙江 未知,00:05:04,0,PC端,Windows,Chrome,https://www.luffycity.com/micro/play/4067,,2019-01-03 00:04:43
d1977c4d68e6e9627db9f5b28f50357d_d,14-数组的创建_batch,,27.194.234.209,山东 烟台,00:07:37,0,PC端,Windows,Chrome,https://www.luffycity.com/micro/play/1889,,2019-01-03 00:02:04
d1977c4d68fb7c0184681420eff63841_d,85-HTTP协议的无状态保存_batch,2abb01fc288cf4e5be77264dfee4c2ca,180.172.32.229,上海 上海,00:05:03,0,PC端,Mac OS X,Chrome,https://www.luffycity.com/micro/play/2661,,2019-01-03 00:04:18
d1977c4d6863eff8e6f5b3474e9e6ebd_d,13 第一章第十一节 用户输入input,,114.89.42.192,上海 上海,00:13:57,0,PC端,Mac OS X,Safari,https://www.luffycity.com/micro/play/6234,,2019-01-03 00:03:22
d1977c4d688f643b64a7edcef6f4b20d_d,16 第一章第十四节 流程控制语句while3-,,119.90.90.94,北京 北京,00:07:45,0,PC端,Windows,Chrome,https://www.luffycity.com/micro/play/6238,,2019-01-03 00:03:39
d1977c4d68fb7c0184681420eff63841_d,85-HTTP协议的无状态保存_batch,2abb01fc288cf4e5be77264dfee4c2ca,180.172.32.229,上海 上海,00:00:09,0,PC端,Mac OS X,Chrome,https://www.luffycity.com/micro/play/2640,,2019-01-03 00:04:32
d1977c4d68fc84cb6ae7117f6e50c92b_d,66-Ajax简介_batch,2abb01fc288cf4e5be77264dfee4c2ca,180.172.32.229,上海 上海,00:00:08,0,PC端,Mac OS X,Chrome,https://www.luffycity.com/micro/play/2640,,2019-01-03 00:03:19
d1977c4d682e73f6e76e35ab9a214406_d,20-备份服务命令应用--等价cp与scp命令_batch,9f31fa77b0daeba256bb102e068a34d5,180.140.142.24,广西 南宁,00:15:19,0,PC端,Windows XP,Chrome,https://www.luffycity.com/micro/play/2372,,2019-01-03 00:04:03
d1977c4d681d24766c122a86f60a6c22_d,92函数-内置方法1_batch,,119.131.233.134,广东 广州,00:12:20,0,PC端,Windows,Chrome,https://www.luffycity.com/micro/play/206,,2019-01-03 00:03:31
