视频ID,视频标题,自定义ID,IP地址,观众地理位置,观看时长,消耗流量,播放终端,操作系统,浏览器,观看地址,观众昵称,开始时间
d1977c4d68fcd9bdd8e53c720cd96b28_d,03 面向对象编程介绍 最终版_batch,fbf4f927b07e577cfc7d33db7c4db26f,123.139.95.216,陕西 西安,00:00:39,0,PC端,Windows,Chrome,https://www.luffycity.com/micro/play/405,,2018-08-03 06:37:32
d1977c4d68186d228d1e6c5a1427b88b_d,11-awk进行统计计数公式_batch,32ef5880732dffeb186c0b43a5befb31,101.93.66.70,上海 上海,00:00:19,0,PC端,Windows,Chrome,https://www.luffycity.com/micro/play/2328,,2018-08-01 03:37:22
d1977c4d68ee4bd7ad77039383ff4eaf_d,02 面向过程编程_batch,af325de1abf9ea3e8cc6a0b56c554e1c,124.160.213.71,浙江 未知,00:03:08,0,PC端,Windows,Chrome,https://www.luffycity.com/micro/play/404,,2018-08-03 22:30:19
d1977c4d68fcd9bdd8e53c720cd96b28_d,03 面向对象编程介绍 最终版_batch,fbf4f927b07e577cfc7d33db7c4db26f,123.139.95.216,陕西 西安,00:00:54,0,PC端,Windows,Chrome,https://www.luffycity.com/micro/play/405,,2018-08-03 18:24:41
d1977c4d687008214181d979d751a278_d,21-nginx服务location区块详述_batch,454f6fc4545e6b43713692a11824e483,101.249.209.159,西藏 昌都,00:00:31,0,PC端,Windows,Chrome,https://www.luffycity.com/micro/play/2469,,2018-08-02 00:37:55
d1977c4d68e28384fd7d47d0fffa2282_d,45-keepalived高可用服务部署实践-02_batch,697ee2b2fb38869d61a5d50719331c2f,223.74.65.211,广东 广州,00:02:27,0,PC端,Windows,Firefox,https://www.luffycity.com/micro/play/2029,,2018-08-01 06:28:37
d1977c4d68a552dcdcab08ac71f8e8ea_d,06-路飞-第37章-部署tomcat多个站点目录-location规则_batch,7dd10e48efe9c17ce1ae0048587338cb,222.223.186.238,河北 石家庄,00:00:13,0,PC端,Windows,Chrome,https://www.luffycity.com/micro/play/3448,,2018-08-01 03:06:56
d1977c4d686cd9b74c0c7b17a9e71821_d,01 编程范式 最终使用版_batch,af325de1abf9ea3e8cc6a0b56c554e1c,124.160.213.71,浙江 未知,00:03:09,0,PC端,Windows,Chrome,https://www.luffycity.com/micro/play/403,,2018-08-01 03:49:07
d1977c4d68f70f01972ee9dc2291f592_d,62-实时同步服务启动应用-sersync_batch,6d9fc5d5b9e2d1a99218fffbbce712a6,117.181.49.235,广西 南宁,00:00:36,0,PC端,Mac OS X,Chrome,https://www.luffycity.com/micro/play/2415,,2018-08-01 04:36:42
d1977c4d686581e8911e6c0310df0fb0_d,,982fc915af5f1a3f0e4937e4fd6e7ba1,27.38.60.124,广东 深圳,00:08:18,0,PC端,Windows,Chrome,https://www.luffycity.com/micro/play/2500,,2018-08-01 03:29:20
d1977c4d68ae15366bd1cd5675013a79_d,,01f8343e378b1ae8d0b66c992e7f7563,125.80.229.11,重庆 重庆,00:06:56,0,PC端,Windows,Opera,https://www.luffycity.com/micro/play/871,,2018-08-04 00:08:19
d1977c4d680a5ba3c1a0af0eb8f1899d_d,20-路由控制之有名分组_batch,b79397d31be00cc50e3c6e177494b03b,183.69.202.101,重庆 重庆,00:01:11,0,PC端,Windows,Chrome,https://www.luffycity.com/micro/play/2553,,2018-08-02 02:24:58
d1977c4d68b8a6faf65ff735b5647baa_d,35 子查询_batch,06ac4610c40d5abd082d185441b9570c,223.166.167.248,上海 上海,00:14:15,0,PC端,Windows,Opera,https://www.luffycity.com/micro/play/1798,,2018-08-02 05:48:01
d1977c4d68305af03514a92d0415fd8a_d,44-keepalived高可用服务部署实践-01_batch,697ee2b2fb38869d61a5d50719331c2f,223.74.65.211,广东 广州,00:03:03,0,PC端,Windows,Firefox,https://www.luffycity.com/micro/play/2028,,2018-08-02 00:17:55
d1977c4d687dc93dd867a6e23f85e090_d,,982fc915af5f1a3f0e4937e4fd6e7ba1,27.38.60.124,广东 深圳,00:02:14,0,PC端,Windows,Chrome,https://www.luffycity.com/micro/play/2499,,2018-08-03 22:05:35
d1977c4d68630b028d97739b89b0b9a9_d,48多路复用IO模型_batch,56ac04ea667e0874db6e8857e2b41c62,183.192.78.69,上海 上海,00:13:40,0,PC端,Windows,Chrome,https://www.luffycity.com/micro/play/1273,,2018-08-02 01:20:04
d1977c4d68ca6447cd0a6d28de670626_d,,982fc915af5f1a3f0e4937e4fd6e7ba1,27.38.60.124,广东 深圳,00:00:01,0,PC端,Windows,Chrome,https://www.luffycity.com/micro/play/2498,,2018-08-01 03:17:11
d1977c4d68494c0680b08de865e931bb_d,24绑定方法与非绑定方法的使用_batch,3b51c59927f723a6d7d2f2fea2ce2313,211.161.245.207,上海 上海,00:12:10,0,PC端,Windows,Chrome,https://www.luffycity.com/micro/play/666,,2018-08-03 03:50:47
d1977c4d68186d228d1e6c5a1427b88b_d,11-awk进行统计计数公式_batch,32ef5880732dffeb186c0b43a5befb31,101.93.66.70,上海 上海,00:02:22,0,PC端,Windows,Chrome,https://www.luffycity.com/micro/play/2328,,2018-08-03 19:39:26
d1977c4d68c13502243bcdc0f21ed51e_d,,01f8343e378b1ae8d0b66c992e7f7563,125.80.229.11,重庆 重庆,00:08:41,0,PC端,Windows,Opera,https://www.luffycity.com/micro/play/870,,2018-08-03 22:25:02
d1977c4d68f8e67a209ce56201dc0a6a_d,12awk数组案例详解与awk总结_batch,32ef5880732dffeb186c0b43a5befb31,101.93.66.70,上海 上海,00:00:05,0,PC端,Windows,Chrome,https://www.luffycity.com/micro/play/2329,,2018-08-03 19:54:53
d1977c4d68c6fdcb809689979e40ec33_d,,2e372b228e4bbae49ba1daee122a18a7,60.176.84.64,浙江 杭州,00:14:14,0,PC端,Windows,Chrome,https://www.luffycity.com/micro/play/2537,,2018-08-01 05:13:00
d1977c4d6813873a7dd8873bccbf2a98_d,03-五层协议详解,db6b380a4fa05338ff1eccd2d7f0f839,1.80.213.35,陕西 西安,00:16:36,0,PC端,Mac OS X,Chrome,https://www.luffycity.com/micro/play/801,,2018-08-01 03:44:00
d1977c4d68ca6447cd0a6d28de670626_d,,982fc915af5f1a3f0e4937e4fd6e7ba1,27.38.60.124,广东 深圳,00:01:24,0,PC端,Windows,Chrome,https://www.luffycity.com/micro/play/2498,,2018-08-01 03:35:19
d1977c4d685407106ca6227468214e44_d,19-nginx服务访问日志配置说明_batch,454f6fc4545e6b43713692a11824e483,101.249.209.159,西藏 昌都,00:00:46,0,PC端,Windows,Chrome,https://www.luffycity.com/micro/play/2467,,2018-08-01 03:36:44
d1977c4d685a9821cec000de87302d0f_d,07-路飞-第37章-tomcat多实例_batch,870f5e040a6919de15acc3eb49e7bf0b,119.250.184.120,河北 廊坊,00:07:42,0,PC端,Windows,Chrome,https://www.luffycity.com/micro/play/3449,,2018-08-03 19:44:36
d1977c4d68a25f5d78dc42b518330e9f_d,,32ef5880732dffeb186c0b43a5befb31,101.93.66.70,上海 上海,00:01:35,0,PC端,Windows,Chrome,https://www.luffycity.com/micro/play/2327,,2018-08-03 06:57:14
