视频ID,视频标题,自定义ID,IP地址,观众地理位置,观看时长,消耗流量,播放终端,操作系统,浏览器,观看地址,观众昵称,开始时间
d1977c4d681c9a17300127dcb820f1d7_d,61-实时同步软件配置过程-sersync_batch,,42.88.32.247,甘肃 定西,00:00:04,0,PC端,Windows,Chrome,https://www.luffycity.com/micro/play/2413,,2018-12-16 00:05:50
d1977c4d680c113f2fe0f46d134e10de_d,46元祖类型_batch,,219.144.189.227,陕西 西安,00:03:15,0,PC端,Windows,Chrome,https://www.luffycity.com/micro/play/163,,2018-12-16 00:04:27
d1977c4d689ff9eb790c7f926f443589_d,19-备份服务同步方式_batch,b535c09c63dd1c6dc266412eb911233a,211.103.82.156,天津 天津,00:06:19,0,移动端,Android Mobile,UC,https://m.luffycity.com/study/videocourse/2373,,2018-12-16 00:06:37
d1977c4d68a6962e5e4d80272576c493_d,09 快速实现简单权限控之初始化用户权限,,119.123.79.112,广东 深圳,00:22:53,0,PC端,Mac OS X,Chrome,https://www.luffycity.com/micro/play/5534,,2018-12-16 00:04:58
d1977c4d68925d8afc947d0076a7409c_d,38进程池线程池小练习_batch,16bd08bee66e7d1cc7e546ec5d03f37c,153.37.99.101,江苏 南京,00:07:57,0,PC端,Windows,Chrome,https://www.luffycity.com/micro/play/1262,,2018-12-16 00:04:37
d1977c4d6828ac74eb6c0edbfe9664fe_d,49-font-family介绍_batch,,114.97.98.94,安徽 合肥,00:07:08,0,PC端,Windows,Chrome,https://www.luffycity.com/micro/play/2501,,2018-12-16 00:03:25
d1977c4d6852fdf8b5faca271cff986b_d,49-图书管理系统之删除书籍_batch,a206f29def8debe9f64a9a82c82aa173,59.42.237.0,广东 广州,00:00:56,0,PC端,Windows,Chrome,https://www.luffycity.com/micro/play/2568,,2018-12-16 00:05:34
d1977c4d682b06217db425e4bb97049d_d,10-MySQL配置文件的介绍及使用_batch,6d9fc5d5b9e2d1a99218fffbbce712a6,117.181.48.178,广西 南宁,00:28:48,0,PC端,Mac OS X,Chrome,https://www.luffycity.com/micro/play/3490,,2018-12-16 00:03:28
d1977c4d6881b127722dfb7d2453eac5_d,62-绝对定位以父辈元素作参考点_batch,,183.226.75.36,重庆 重庆,00:07:59,0,PC端,Windows,Chrome,https://www.luffycity.com/micro/play/2217,,2018-12-16 00:06:06
d1977c4d68f425c2e81fcd4dad9d3adf_d,45 权限的批量操作的知识点总结,,114.253.248.42,北京 北京,00:02:08,0,PC端,Mac OS X,Chrome,https://www.luffycity.com/micro/play/5578,,2018-12-16 00:04:37
d1977c4d68746bcb00f15b9f265b29a4_d,,b535c09c63dd1c6dc266412eb911233a,211.103.82.156,天津 天津,00:01:39,0,移动端,Android Mobile,UC,https://m.luffycity.com/study/videocourse/2372,,2018-12-16 00:06:33
d1977c4d68818b331ef47d66ee5b6400_d,13粘包底层原理分析_batch,dc58cd6a24a023ce7177d8f199d47875,211.103.82.155,天津 天津,1:18:50,0,移动端,Android Mobile,UC,https://m.luffycity.com/study/videocourse/820,,2018-12-16 00:05:30
d1977c4d68cf120b07dc8c71a234b465_d,23流量控制-分数打印小程序,,14.217.201.44,广东 东莞,00:00:25,0,PC端,Mac OS X,Chrome,https://www.luffycity.com/micro/play/85,,2018-12-16 00:05:39
d1977c4d68762ac710f6c192cdba7da0_d,,0df8c310b2170027aa03f02fbf262756,113.91.147.28,广东 深圳,00:05:37,0,PC端,Windows,Chrome,https://www.luffycity.com/micro/play/971,,2018-12-16 00:03:58
