视频ID,视频标题,自定义ID,IP地址,观众地理位置,观看时长,消耗流量,播放终端,操作系统,浏览器,观看地址,观众昵称,开始时间
d1977c4d681d89a347602011c82acd0e_d,05 python s5 day28 FTP项目 进度条功能开发,e9f9e1780f3158a2aca518d996386135,183.11.131.59,广东 深圳,00:01:19,0,PC端,Windows,Chrome,aHR0cHM6Ly93d3cubHVmZnljaXR5LmNvbS9taWNyby9wbGF5Lzg1MQ,,2018-08-04 21:03:43
d1977c4d68647e6fc60e0750f7d98a7d_d,07 python s5 day28 FTP项目 断点续传功能开发,e9f9e1780f3158a2aca518d996386135,183.11.131.59,广东 深圳,00:00:05,0,PC端,Windows,Chrome,aHR0cHM6Ly93d3cubHVmZnljaXR5LmNvbS9taWNyby9wbGF5Lzg1Mw,,2018-08-04 21:03:35
d1977c4d683abbf8ebadddeab0eada29_d,"05-常用标签一之h1~h6,p,a标签_batch",c09d1b5e8f5cbadd763e1f03b0da04ae,112.5.248.23,福建 未知,00:00:03,0,PC端,Mac OS X,Chrome,aHR0cHM6Ly93d3cubHVmZnljaXR5LmNvbS9taWNyby9wbGF5LzE4NTc,,2018-08-08 23:47:06
d1977c4d6828629fde1bd5ce757b26d6_d,01 python s5 day28 FTP项目 ls文件列表实现,3fae8cc12db46c5d738c59c2cda426f4,112.99.178.121,黑龙江 绥化,00:04:03,0,PC端,Mac OS X,Chrome,aHR0cHM6Ly93d3cubHVmZnljaXR5LmNvbS9taWNyby9wbGF5Lzg0Nw,,2018-08-04 21:04:22
d1977c4d682a85d9a0cb1e1ac31fee56_d,,2ba6b08d53a4fd27057a32537e2d55ae,111.196.245.254,北京 北京,00:02:05,0,PC端,Windows,Chrome,https://www.luffycity.com/micro/play/2310,,2018-08-08 23:47:11
d1977c4d68d1fb49a033ce0be685aa2a_d,24-简单认识一下margin_batch,9cb86147d7c1294cc121324116fedc3f,116.230.87.197,上海 上海,00:06:46,0,PC端,Windows,Chrome,aHR0cHM6Ly93d3cubHVmZnljaXR5LmNvbS9taWNyby9wbGF5LzIyNDE,,2018-08-04 21:04:20
d1977c4d688d2a8f2f3a065c8a530a52_d,41-单表操作之查询API-2_batch,bae61180dc99e444251d6b0cdcdb835b,182.134.9.66,四川 宜宾,00:10:07,0,PC端,Windows,猎豹,aHR0cHM6Ly93d3cubHVmZnljaXR5LmNvbS9taWNyby9wbGF5LzI1NzE,,2018-08-05 10:22:41
d1977c4d6818b872cb4e319ebaa2e22c_d,88-设置cookie的超时参数_batch,d754303e98dfe1b928d93295ede68f62,116.25.239.130,广东 深圳,00:05:26,0,PC端,Windows,Chrome,https://www.luffycity.com/micro/play/2664,,2018-08-05 10:22:34
d1977c4d686e08d715facbd588ca4ac1_d,,2ba6b08d53a4fd27057a32537e2d55ae,111.196.245.254,北京 北京,00:04:23,0,PC端,Windows,Chrome,https://www.luffycity.com/micro/play/2309,,2018-08-08 23:47:12
d1977c4d68c09facf597a61b7ed15c30_d,,d754303e98dfe1b928d93295ede68f62,116.25.239.130,广东 深圳,00:00:12,0,PC端,Windows,Chrome,https://www.luffycity.com/micro/play/2672,,2018-08-05 10:22:39
d1977c4d68dfbeab1a068aa767d10451_d,,c09d1b5e8f5cbadd763e1f03b0da04ae,112.5.248.23,福建 未知,00:07:39,0,PC端,Mac OS X,Chrome,aHR0cHM6Ly93d3cubHVmZnljaXR5LmNvbS9taWNyby9wbGF5LzE5NDQ,,2018-08-08 23:43:14
d1977c4d68fd9c67b06d7876863da160_d,38-计算磁盘大小_batch,2ba6b08d53a4fd27057a32537e2d55ae,111.196.245.254,北京 北京,00:05:11,0,PC端,Windows,Chrome,aHR0cHM6Ly93d3cubHVmZnljaXR5LmNvbS9taWNyby9wbGF5LzIzMDg,,2018-08-08 23:43:05
d1977c4d68dd1307815b7e4e5d5de663_d,21作业介绍_batch,e9f9e1780f3158a2aca518d996386135,183.11.131.59,广东 深圳,00:12:01,0,PC端,Windows,Chrome,aHR0cHM6Ly93d3cubHVmZnljaXR5LmNvbS9taWNyby9wbGF5LzgyOA,,2018-08-04 21:03:36
d1977c4d68c61b0354ba7267112dd3f5_d,23-使用border制作三角形_batch,9cb86147d7c1294cc121324116fedc3f,116.230.87.197,上海 上海,00:05:27,0,PC端,Windows,Chrome,aHR0cHM6Ly93d3cubHVmZnljaXR5LmNvbS9taWNyby9wbGF5LzIyNDA,,2018-08-04 21:04:02
d1977c4d6818b872cb4e319ebaa2e22c_d,88-设置cookie的超时参数_batch,d754303e98dfe1b928d93295ede68f62,116.25.239.130,广东 深圳,00:00:01,0,PC端,Windows,Chrome,https://www.luffycity.com/micro/play/2664,,2018-08-05 10:22:48
d1977c4d6818b872cb4e319ebaa2e22c_d,88-设置cookie的超时参数_batch,d754303e98dfe1b928d93295ede68f62,116.25.239.130,广东 深圳,00:00:02,0,PC端,Windows,Chrome,https://www.luffycity.com/micro/play/2664,,2018-08-05 10:22:45
d1977c4d6818b872cb4e319ebaa2e22c_d,88-设置cookie的超时参数_batch,d754303e98dfe1b928d93295ede68f62,116.25.239.130,广东 深圳,00:00:22,0,PC端,Windows,Chrome,https://www.luffycity.com/micro/play/2664,,2018-08-05 10:22:33
d1977c4d6881d0a8bd7d80720b345186_d,,c09d1b5e8f5cbadd763e1f03b0da04ae,112.5.248.23,福建 未知,00:04:44,0,PC端,Mac OS X,Chrome,https://www.luffycity.com/micro/play/1943,,2018-08-08 23:43:30
d1977c4d6878f791f4a8e493ce106d9b_d,,843044e17d18ab8261810f9ab80b4c1a,59.33.67.31,广东 中山,00:00:17,0,PC端,Windows,Chrome,https://www.luffycity.com/micro/play/1993,,2018-08-04 21:03:51
d1977c4d68147edb3b440d5666c38777_d,37-磁盘内部组成柱面_batch,2ba6b08d53a4fd27057a32537e2d55ae,111.196.245.254,北京 北京,00:05:09,0,PC端,Windows,Chrome,https://www.luffycity.com/micro/play/2307,,2018-08-08 23:43:07
d1977c4d681c9a17300127dcb820f1d7_d,61-实时同步软件配置过程-sersync_batch,2a98ff6fa368ebc827d57d462b234270,223.72.97.151,北京 北京,00:09:18,0,PC端,Windows,Firefox,https://www.luffycity.com/micro/play/2414,,2018-08-08 23:43:36
