视频ID,视频标题,自定义ID,IP地址,观众地理位置,观看时长,消耗流量,播放终端,操作系统,浏览器,观看地址,观众昵称,开始时间
d1977c4d689174ba380bdcbad843cd0b_d,65鸡汤之人丑就要多读书_batch,,113.132.11.114,陕西 西安,00:13:15,0,PC端,Windows,Chrome,https://www.luffycity.com/micro/play/185,,2018-12-26 00:23:56
d1977c4d68a19b5257f27a10af72df54_d,04-HTTP协议资源类型说明_batch,,61.149.86.53,北京 北京,00:02:05,0,移动端,Mac OS X (iPhone),Mobile Safari,https://m.luffycity.com/study/videocourse/2446,,2018-12-26 00:23:33
d1977c4d684744b6a354a22942e92e71_d,nginx_06_默认网站,,218.241.251.225,北京 北京,00:09:07,0,PC端,Mac OS X,Chrome,https://www.luffycity.com/micro/play/5100,,2018-12-26 00:30:39
d1977c4d68a2f9024aefa0c5b94f3311_d,5、Git简介_batch,,218.241.251.225,北京 北京,00:00:18,0,PC端,Mac OS X,Chrome,https://www.luffycity.com/micro/play/5100,,2018-12-26 00:30:33
d1977c4d68f5cc5427fda77246b67ebc_d,57-Linux系统默认权限之umask_batch,17620ef5ead1ff5a5fa99dbb94514a3c,106.61.54.91,云南 未知,00:07:16,0,移动端,Android Mobile,UC,https://m.luffycity.com/study/videocourse/2272,,2018-12-26 00:24:24
d1977c4d6853aac062c61186bbefae32_d,17 约束条件unique key_batch,704d8bd88d94c9afbe6906b2fafe839a,119.123.67.192,广东 深圳,00:05:30,0,PC端,Windows,Chrome,https://www.luffycity.com/micro/play/1778,,2018-12-26 00:24:48
d1977c4d6819abbc76c336102899c3c9_d,78-forms组件的校验功能_batch,2abb01fc288cf4e5be77264dfee4c2ca,180.172.32.229,上海 上海,00:01:23,0,PC端,Mac OS X,Chrome,https://www.luffycity.com/micro/play/2647,,2018-12-26 00:23:39
d1977c4d68c6f2980cc0a3478429995b_d,深圳开班s1 part2,fe8c9f851f81e4de14ac86de00cd5734,112.17.245.30,浙江 未知,1:14:01,0,移动端,Android Mobile,微信,https://m.luffycity.com/study/videocourse/3455,,2018-12-26 00:31:05
d1977c4d682bd0beb0c0e2a2fcee5b0a_d,,,1.30.177.216,内蒙古 呼和浩特,00:07:21,0,PC端,Windows,Chrome,https://www.luffycity.com/micro/play/1276,,2018-12-26 00:30:42
d1977c4d688ce536fa3b85ab2df9b87f_d,,17620ef5ead1ff5a5fa99dbb94514a3c,106.61.54.91,云南 未知,00:00:42,0,移动端,Android Mobile,UC,https://m.luffycity.com/study/videocourse/1764,,2018-12-26 00:25:15
d1977c4d6835797174fee1e93aa8de84_d,,,27.18.38.108,湖北 武汉,00:04:22,0,PC端,Windows,Chrome,https://www.luffycity.com/micro/play/3749,,2018-12-26 00:23:35
d1977c4d68503bf09e67211d7b542441_d,134常用模块学习-configparser模块详解_batch,,116.136.20.173,中国 未知,00:00:25,0,PC端,Windows,QQ,https://www.luffycity.com/micro/play/336,,2018-12-26 00:26:05
d1977c4d688917b182be5dcd893ae065_d,12-css的继承性_batch,,123.153.226.77,浙江 舟山,00:07:52,0,PC端,Mac OS X,Chrome,https://www.luffycity.com/micro/play/1854,,2018-12-26 00:23:48
d1977c4d685808f795e7f0198bd684b3_d,,,171.223.29.197,四川 成都,00:03:02,0,PC端,Windows,Chrome,https://www.luffycity.com/micro/play/1785,,2018-12-26 00:23:55
d1977c4d680de83e7fdb49c30f8f8540_d,01-JavaScript历史介绍_batch,,171.12.3.27,河南 郑州,00:11:35,0,PC端,Windows,Firefox,https://www.luffycity.com/micro/play/1888,,2018-12-26 00:30:36
d1977c4d6886da5b997cefdf41ecb795_d,133常用模块学习-自动创建xml文档_batch,,116.136.20.173,中国 未知,00:00:32,0,PC端,Windows,QQ,https://www.luffycity.com/micro/play/318,,2018-12-26 00:31:27
d1977c4d68e57753526cd401f314e3f2_d,58-文件系统的属性-文件隐藏属性_batch,17620ef5ead1ff5a5fa99dbb94514a3c,106.61.54.91,云南 未知,00:05:21,0,移动端,Android Mobile,UC,https://m.luffycity.com/study/videocourse/2273,,2018-12-26 00:25:58
d1977c4d687b8f264e3940207c71c456_d,19-路由控制之简单配置_batch,,125.34.10.232,北京 北京,00:09:39,0,PC端,Windows,Chrome,https://www.luffycity.com/micro/play/2552,,2018-12-26 00:24:09
d1977c4d68e3905d9fe4f70fe2a64904_d,6.selenium在scrapy中的应用02,,111.199.184.210,北京 北京,00:00:22,0,PC端,Windows,Chrome,https://www.luffycity.com/micro/play/5097,,2018-12-26 00:25:10
d1977c4d68679b3fef38763f57984050_d,7.selenium在scrapy中的应用03,,111.199.184.210,北京 北京,00:01:03,0,PC端,Windows,Chrome,https://www.luffycity.com/micro/play/5097,,2018-12-26 00:23:35
d1977c4d681e69c4b0cf83d27df99793_d,,,123.153.226.77,浙江 舟山,00:06:09,0,PC端,Mac OS X,Chrome,https://www.luffycity.com/micro/play/1854,,2018-12-26 00:23:33
d1977c4d68fa6d3262fb2930c9c7a4c8_d,45-单表操作章节作业_batch,46ab452aa4ead12eacb118b92c319241,218.241.251.252,北京 北京,00:03:50,0,PC端,Linux,Chrome,https://www.luffycity.com/micro/play/2572,,2018-12-26 00:24:52
d1977c4d6888e2a6c9565c36b1863beb_d,,,223.72.46.199,北京 北京,00:18:55,0,PC端,Windows,Firefox,https://www.luffycity.com/micro/play/3757,,2018-12-26 00:25:09
d1977c4d682f74bcdbf8d8aa71c92c08_d,49-keepalived高可用服务监控负载服务_batch,,106.112.75.61,河北 邢台,00:19:17,0,PC端,Windows,Chrome,https://www.luffycity.com/micro/play/2025,,2018-12-26 00:26:08
d1977c4d6851364543af7153935a2606_d,11-小结_batch,,183.2.198.108,广东 东莞,00:06:20,0,移动端,Android Mobile,Chrome Mobile,https://m.luffycity.com/study/videocourse/3538,,2018-12-26 00:25:40
d1977c4d68c62927000f11980c30cb18_d,108函数-函数进阶-斐波那契_batch,41695922bbe4ab8e953fceefce3de96d,112.97.61.90,广东 深圳,00:26:34,0,移动端,Android Mobile,Chrome Mobile,https://m.luffycity.com/study/videocourse/228,,2018-12-26 00:24:22
d1977c4d68e05d833aedad1153ee863d_d,29开发工具Pycharm使用介绍,,111.199.48.53,北京 北京,00:17:30,0,PC端,Windows,Chrome,https://www.luffycity.com/micro/play/82,,2018-12-26 00:30:45
d1977c4d68d0f6afea85730ac3b8b7bd_d,78-ansible批量管理服务部署实践-01_batch,,36.149.93.137,江苏 未知,00:14:47,0,PC端,Windows,Chrome,https://www.luffycity.com/micro/play/2428,,2018-12-26 00:30:57
d1977c4d681ef76768495ba957e60bfe_d,16 约束条件not null与default_batch,704d8bd88d94c9afbe6906b2fafe839a,119.123.67.192,广东 深圳,00:03:52,0,PC端,Windows,Chrome,https://www.luffycity.com/micro/play/1778,,2018-12-26 00:25:21
d1977c4d685b3a321fbf991e9c1acb98_d,,,171.223.29.197,四川 成都,00:08:18,0,PC端,Windows,Chrome,https://www.luffycity.com/micro/play/1785,,2018-12-26 00:23:39
d1977c4d68d58ea171f7ed40543a4d1e_d,,31f2385ba9cc65dba7ccb9aa5c5b7600,59.53.30.59,江西 南昌,00:02:40,0,PC端,Windows,Chrome,https://www.luffycity.com/micro/play/1981,,2018-12-26 00:25:38
d1977c4d687558936c6931b0489a373f_d,07编程语言介绍（三）高级语言,dda4ebfb2500fb02e1de694062be4426,223.255.127.172,北京 北京,00:13:00,0,PC端,Windows,Chrome,https://www.luffycity.com/micro/play/150,,2018-12-26 00:25:55
d1977c4d68c0a58bb53147b5874555e7_d,,,27.18.38.108,湖北 武汉,00:06:28,0,PC端,Windows,Chrome,https://www.luffycity.com/micro/play/3749,,2018-12-26 00:31:07
d1977c4d685d60e25412851d2ae69100_d,30-扩展正则之-或括号与问号_batch,7acc76c14638993b7b8a807246da71a9,49.72.114.134,江苏 苏州,00:17:28,0,PC端,Mac OS X,Chrome,https://www.luffycity.com/micro/play/779,,2018-12-26 00:26:14
d1977c4d68d89b7efd1470ce7d5cdea7_d,,,123.153.226.77,浙江 舟山,00:06:35,0,PC端,Mac OS X,Chrome,https://www.luffycity.com/micro/play/1854,,2018-12-26 00:30:26
d1977c4d68f0bab6ff7528a94028d29b_d,,,112.5.248.27,福建 未知,00:07:02,0,PC端,Mac OS X,Chrome,https://www.luffycity.com/micro/play/5480,,2018-12-26 00:25:40
d1977c4d684e2ff2aafef3a85be33529_d,14继承的实现原理_batch,edc6bbfb41a59a1302b3f3152e72b084,112.65.13.187,上海 上海,00:29:04,0,PC端,Windows,Chrome,https://www.luffycity.com/micro/play/644,,2018-12-26 00:25:51
d1977c4d680d65d4251b383f8ead44d5_d,28While else语句,,111.199.48.53,北京 北京,00:04:58,0,PC端,Windows,Chrome,https://www.luffycity.com/micro/play/82,,2018-12-26 00:30:56
d1977c4d6898cf801b385f2540ef12df_d,77-ansible批量管理服务部署过程_batch,,36.149.92.137,江苏 未知,00:06:08,0,PC端,Windows,Chrome,https://www.luffycity.com/micro/play/2428,,2018-12-26 00:24:07
d1977c4d68ad1375bc0b43e24acb7034_d,04员工信息表作业讲解-编写解析where语句过滤条件方法_batch,,119.86.39.14,重庆 重庆,00:32:27,0,PC端,Mac OS X,QQ,https://www.luffycity.com/micro/play/833,,2018-12-26 00:22:41
d1977c4d68d9d5b2d736a047c789ed21_d,,31f2385ba9cc65dba7ccb9aa5c5b7600,59.53.30.59,江西 南昌,00:04:21,0,PC端,Windows,Chrome,https://www.luffycity.com/micro/play/1981,,2018-12-26 00:22:37
d1977c4d68ee5ae41053201452f55a91_d,06-服务器核心硬件-raid卡-光驱-云服务器,2bb6b1aefad50adc35dee129de4d478a,36.102.208.81,内蒙古 乌兰察布,00:10:46,0,移动端,Mac OS X (iPad),Mobile Safari,https://www.luffycity.com/micro/play/695,,2018-12-26 00:25:11
d1977c4d68dbdd0377e5d2dc5c6f4572_d,,,171.223.29.197,四川 成都,00:07:18,0,PC端,Windows,Chrome,https://www.luffycity.com/micro/play/1785,,2018-12-26 00:26:20
d1977c4d68221fadf30acec0bbf2f0f7_d,nginx_04_nginx安装,,218.241.251.225,北京 北京,00:09:33,0,PC端,Mac OS X,Chrome,https://www.luffycity.com/micro/play/5100,,2018-12-26 00:25:16
d1977c4d6891e418001a2be290d28760_d,43-单表查询之模糊查询_batch,31f2385ba9cc65dba7ccb9aa5c5b7600,59.53.30.59,江西 南昌,00:00:33,0,PC端,Windows,Chrome,https://www.luffycity.com/micro/play/2569,,2018-12-26 00:23:36
d1977c4d68fc1357131431ea7fb27534_d,27 group by分组_batch,,171.223.29.197,四川 成都,00:00:08,0,PC端,Windows,Chrome,https://www.luffycity.com/micro/play/1785,,2018-12-26 00:23:05
d1977c4d68cb3cb822d5fdb35b591ff4_d,,,123.153.226.77,浙江 舟山,00:02:15,0,PC端,Mac OS X,Chrome,https://www.luffycity.com/micro/play/1854,,2018-12-26 00:22:51
d1977c4d68ea3baae6a9cdb8293aa859_d,42-单表操作之查询API-3_batch,31f2385ba9cc65dba7ccb9aa5c5b7600,59.53.30.59,江西 南昌,00:00:18,0,PC端,Windows,Chrome,https://www.luffycity.com/micro/play/2569,,2018-12-26 00:25:40
d1977c4d682717f8f2d7ee640f88a144_d,,accfe66200b930510ddbc77250c26421,223.72.64.183,北京 北京,00:25:01,0,PC端,Windows,Chrome,https://www.luffycity.com/micro/play/1795,,2018-12-26 00:25:13
d1977c4d68bb2281581aba9886994244_d,,,123.153.226.77,浙江 舟山,00:00:26,0,PC端,Mac OS X,Chrome,https://www.luffycity.com/micro/play/1854,,2018-12-26 00:22:36
d1977c4d688d2a8f2f3a065c8a530a52_d,41-单表操作之查询API-2_batch,31f2385ba9cc65dba7ccb9aa5c5b7600,59.53.30.59,江西 南昌,00:00:28,0,PC端,Windows,Chrome,https://www.luffycity.com/micro/play/2569,,2018-12-26 00:22:33
d1977c4d68cb3cb822d5fdb35b591ff4_d,,,123.153.226.77,浙江 舟山,00:00:19,0,PC端,Mac OS X,Chrome,https://www.luffycity.com/micro/play/1854,,2018-12-26 00:26:11
d1977c4d684dc8f18ce68b834f3a1fc1_d,,,218.241.251.225,北京 北京,00:01:58,0,PC端,Mac OS X,Chrome,https://www.luffycity.com/micro/play/5100,,2018-12-26 00:24:06
d1977c4d6815d9a138ce7c381fd52adc_d,48-keepalived高可用服务监听虚拟地址_batch,,106.112.75.61,河北 邢台,00:09:07,0,PC端,Windows,Chrome,https://www.luffycity.com/micro/play/2025,,2018-12-26 00:23:48
d1977c4d680a261e70a056012f11dd32_d,76-ansible批量管理服务特征说明_batch,,36.149.93.137,江苏 未知,00:04:18,0,PC端,Windows,Chrome,https://www.luffycity.com/micro/play/2428,,2018-12-26 00:22:54
d1977c4d6898683e97f2a4ea3429901f_d,,,223.72.46.199,北京 北京,00:11:23,0,PC端,Windows,Firefox,https://www.luffycity.com/micro/play/3754,,2018-12-26 00:23:23
d1977c4d68bb2281581aba9886994244_d,,,123.153.226.77,浙江 舟山,00:01:19,0,PC端,Mac OS X,Chrome,https://www.luffycity.com/micro/play/1854,,2018-12-26 00:23:23
d1977c4d680b65981f8251a0ece43fe3_d,17-创建虚拟机流程（上）_batch,,222.64.77.250,上海 上海,00:00:18,0,PC端,Mac OS X,Safari,https://www.luffycity.com/micro/play/2143,,2018-12-26 00:26:22
d1977c4d68ad1375bc0b43e24acb7034_d,04员工信息表作业讲解-编写解析where语句过滤条件方法_batch,,119.86.39.14,重庆 重庆,00:02:10,0,PC端,Mac OS X,QQ,https://www.luffycity.com/micro/play/833,,2018-12-26 00:23:42
