视频ID,视频标题,自定义ID,IP地址,观众地理位置,观看时长,消耗流量,播放终端,操作系统,浏览器,观看地址,观众昵称,开始时间
d1977c4d680a399d93ad3f53b39c0c05_d,69-z-index的四大特性_batch,95b665f51e70c7bc192d8e3797d20fa1,59.60.188.237,福建 龙岩,00:00:02,0,PC端,Windows,Chrome,aHR0cHM6Ly93d3cubHVmZnljaXR5LmNvbS9taWNyby9wbGF5LzI1MzA,,2018-08-04 19:05:47
d1977c4d689dea2b2cb9e83ccc69e6f0_d,68-固定定位案例_固定导航栏_batch,95b665f51e70c7bc192d8e3797d20fa1,59.60.188.237,福建 龙岩,00:08:48,0,PC端,Windows,Chrome,aHR0cHM6Ly93d3cubHVmZnljaXR5LmNvbS9taWNyby9wbGF5LzI1MzA,,2018-08-04 19:04:50
d1977c4d68031cd36109159d7b3c8f18_d,74-分页器1_batch,2567a5ec9705eb7ac2c984033e06189d,223.90.31.32,河南 焦作,00:00:38,0,移动端,Android Mobile,Chrome Mobile,aHR0cHM6Ly9tLmx1ZmZ5Y2l0eS5jb20vc3R1ZHkvdmlkZW9jb3Vyc2U_aWQ9MjY0OA,,2018-08-07 01:31:12
d1977c4d68357cfdf9f1e02f726df4ba_d,23绑定方法与非绑定方法介绍_batch,99efe2fef2daa9f28ece746557fde4c7,124.76.241.183,上海 上海,00:11:43,0,PC端,Mac OS X,Chrome,aHR0cHM6Ly93d3cubHVmZnljaXR5LmNvbS9taWNyby9wbGF5LzY2Mg,,2018-08-04 19:05:18
d1977c4d68493d3902d3377ad7fb1934_d,66-固定定位案例_返回顶部_batch,95b665f51e70c7bc192d8e3797d20fa1,59.60.188.237,福建 龙岩,00:07:46,0,PC端,Windows,Chrome,aHR0cHM6Ly93d3cubHVmZnljaXR5LmNvbS9taWNyby9wbGF5LzI1MzA,,2018-08-04 19:05:50
d1977c4d68c143020db8da492b0b5f47_d,20 封装的意义_batch,,124.79.160.255,上海 上海,00:18:27,0,PC端,Windows,Chrome,aHR0cHM6Ly93d3cubHVmZnljaXR5LmNvbS9taWNyby9wbGF5LzY0NA,,2018-08-04 19:05:01
d1977c4d68c143020db8da492b0b5f47_d,20 封装的意义_batch,,124.79.160.255,上海 上海,00:00:03,0,PC端,Windows,Chrome,aHR0cHM6Ly93d3cubHVmZnljaXR5LmNvbS9taWNyby9wbGF5LzY0NA,,2018-08-04 19:04:23
d1977c4d68665ea5e522e3a8cb06e7b6_d,67-固定定位介绍和特性_batch,95b665f51e70c7bc192d8e3797d20fa1,59.60.188.237,福建 龙岩,00:06:25,0,PC端,Windows,Chrome,aHR0cHM6Ly93d3cubHVmZnljaXR5LmNvbS9taWNyby9wbGF5LzI1MzA,,2018-08-04 19:04:54
d1977c4d68ca6447cd0a6d28de670626_d,,7b0de1797af7061f60740f27127c21d9,183.236.0.60,广东 广州,00:11:05,0,PC端,Windows,Chrome,aHR0cHM6Ly93d3cubHVmZnljaXR5LmNvbS9taWNyby9wbGF5LzI0OTc,,2018-08-07 01:25:35
d1977c4d6869a7e83c06de5e0aa83938_d,,870f5e040a6919de15acc3eb49e7bf0b,119.250.95.114,河北 廊坊,00:01:43,0,PC端,Windows,Chrome,aHR0cHM6Ly93d3cubHVmZnljaXR5LmNvbS9taWNyby9wbGF5LzMzMDE,,2018-08-07 01:25:37
d1977c4d6810a723a497186be132a908_d,,472d46cb829018f9dbd65fb8479a49bb,113.69.33.116,广东 佛山,00:02:49,0,PC端,Windows,Chrome,aHR0cHM6Ly93d3cubHVmZnljaXR5LmNvbS9taWNyby9wbGF5LzMwNDc,,2018-08-04 19:38:42
d1977c4d6810a723a497186be132a908_d,,472d46cb829018f9dbd65fb8479a49bb,113.69.33.116,广东 佛山,00:02:49,0,PC端,Windows,Chrome,aHR0cHM6Ly93d3cubHVmZnljaXR5LmNvbS9taWNyby9wbGF5LzMwNDc,,2018-08-04 19:39:03
d1977c4d68776ed5b8d606b387674769_d,27-url控制器之path方法_batch,dd4d917502eb2ae42fb8f5976ce3584a,111.166.179.50,天津 天津,00:11:21,0,PC端,Windows,Chrome,aHR0cHM6Ly93d3cubHVmZnljaXR5LmNvbS9taWNyby9wbGF5LzI1NTk,,2018-08-07 01:23:39
d1977c4d68091b82193a3fd01c9593a6_d,,9052f0347df654e5aeaa2b147a1e4af2,112.17.246.127,浙江 未知,00:00:45,0,PC端,Mac OS X,Chrome,aHR0cHM6Ly93d3cubHVmZnljaXR5LmNvbS9taWNyby9wbGF5LzI2NzI,,2018-08-07 01:24:13
d1977c4d68c09facf597a61b7ed15c30_d,,9052f0347df654e5aeaa2b147a1e4af2,112.17.246.127,浙江 未知,00:00:15,0,PC端,Mac OS X,Chrome,aHR0cHM6Ly93d3cubHVmZnljaXR5LmNvbS9taWNyby9wbGF5LzI2NzI,,2018-08-07 01:19:20
d1977c4d684704f7ec0ca1af04274a3a_d,,7b0de1797af7061f60740f27127c21d9,183.236.0.60,广东 广州,00:11:55,0,PC端,Windows,Chrome,aHR0cHM6Ly93d3cubHVmZnljaXR5LmNvbS9taWNyby9wbGF5LzI0OTc,,2018-08-07 01:25:17
d1977c4d68ca6447cd0a6d28de670626_d,,7b0de1797af7061f60740f27127c21d9,183.236.0.60,广东 广州,00:00:02,0,PC端,Windows,Chrome,aHR0cHM6Ly93d3cubHVmZnljaXR5LmNvbS9taWNyby9wbGF5LzI0OTc,,2018-08-07 01:20:01
d1977c4d689610a8c2a7cc204e60a0f4_d,26-路由控制之名称空间2_batch,dd4d917502eb2ae42fb8f5976ce3584a,111.166.179.50,天津 天津,00:02:36,0,PC端,Windows,Chrome,aHR0cHM6Ly93d3cubHVmZnljaXR5LmNvbS9taWNyby9wbGF5LzI1NTk,,2018-08-07 01:23:52
d1977c4d68f0880c52b1cf8ceb2f1bd9_d,,472d46cb829018f9dbd65fb8479a49bb,113.69.33.116,广东 佛山,00:03:20,0,PC端,Windows,Chrome,aHR0cHM6Ly93d3cubHVmZnljaXR5LmNvbS9taWNyby9wbGF5LzMwNDc,,2018-08-04 19:38:50
d1977c4d68f0880c52b1cf8ceb2f1bd9_d,,472d46cb829018f9dbd65fb8479a49bb,113.69.33.116,广东 佛山,00:00:28,0,PC端,Windows,Chrome,aHR0cHM6Ly93d3cubHVmZnljaXR5LmNvbS9taWNyby9wbGF5LzMwNDU,,2018-08-04 19:38:13
d1977c4d68f0880c52b1cf8ceb2f1bd9_d,,472d46cb829018f9dbd65fb8479a49bb,113.69.33.116,广东 佛山,00:00:28,0,PC端,Windows,Chrome,aHR0cHM6Ly93d3cubHVmZnljaXR5LmNvbS9taWNyby9wbGF5LzMwNDU,,2018-08-04 19:38:05
d1977c4d6876d081ffe096c531b482d0_d,03-HTML文档结构_batch,7b0de1797af7061f60740f27127c21d9,183.236.0.60,广东 广州,00:01:55,0,PC端,Windows,Chrome,aHR0cHM6Ly93d3cubHVmZnljaXR5LmNvbS9taWNyby9wbGF5LzI0OTc,,2018-08-07 01:11:20
d1977c4d688bfd61d9ac45395839c7cc_d,02-HTML介绍_batch,7b0de1797af7061f60740f27127c21d9,183.236.0.60,广东 广州,00:00:11,0,PC端,Windows,Chrome,aHR0cHM6Ly93d3cubHVmZnljaXR5LmNvbS9taWNyby9wbGF5LzI0OTc,,2018-08-07 01:11:48
d1977c4d68cac800c2e0b23b3759af9e_d,44 触发器_batch,17c4815e5a4ca745d5c0340c09925a6c,183.94.139.26,湖北 武汉,00:07:39,0,移动端,Android Mobile,微信,aHR0cHM6Ly9tLmx1ZmZ5Y2l0eS5jb20vc3R1ZHkvdmlkZW9jb3Vyc2U_aWQ9MTgxNw,,2018-08-07 01:07:28
d1977c4d684704f7ec0ca1af04274a3a_d,,7b0de1797af7061f60740f27127c21d9,183.236.0.60,广东 广州,00:01:34,0,PC端,Windows,Chrome,aHR0cHM6Ly93d3cubHVmZnljaXR5LmNvbS9taWNyby9wbGF5LzI0OTc,,2018-08-07 01:11:15
d1977c4d687caf87c4eb2193b41ce632_d,32什么是异常处理_batch,30d17ff40ea8c28ac4594450a6c9fb63,36.44.174.94,陕西 西安,00:00:08,0,PC端,Windows,Chrome,aHR0cHM6Ly93d3cubHVmZnljaXR5LmNvbS9taWNyby9wbGF5LzY3MQ,,2018-08-04 19:39:05
d1977c4d68481a1f9f0c8020f979ecc0_d,31面向对象的软件开发与作业介绍_batch,30d17ff40ea8c28ac4594450a6c9fb63,36.44.174.94,陕西 西安,00:00:09,0,PC端,Windows,Chrome,aHR0cHM6Ly93d3cubHVmZnljaXR5LmNvbS9taWNyby9wbGF5LzY3MQ,,2018-08-04 19:38:49
d1977c4d685dd75adaf7caf04656f8bc_d,41 pymysql模块之增删改查_batch,17c4815e5a4ca745d5c0340c09925a6c,183.94.139.26,湖北 武汉,00:02:43,0,移动端,Android Mobile,微信,aHR0cHM6Ly9tLmx1ZmZ5Y2l0eS5jb20vc3R1ZHkvdmlkZW9jb3Vyc2U_aWQ9MTgxNA,,2018-08-07 01:14:11
d1977c4d684704f7ec0ca1af04274a3a_d,,7b0de1797af7061f60740f27127c21d9,183.236.0.60,广东 广州,00:00:11,0,PC端,Windows,Chrome,aHR0cHM6Ly93d3cubHVmZnljaXR5LmNvbS9taWNyby9wbGF5LzE4NTU,,2018-08-07 01:07:19
d1977c4d68ca6447cd0a6d28de670626_d,,7b0de1797af7061f60740f27127c21d9,183.236.0.60,广东 广州,00:00:01,0,PC端,Windows,Chrome,aHR0cHM6Ly93d3cubHVmZnljaXR5LmNvbS9taWNyby9wbGF5LzE4NTU,,2018-08-07 01:13:37
d1977c4d68d66d21505ce4558db08a79_d,04-head标签相关内容_batch,7b0de1797af7061f60740f27127c21d9,183.236.0.60,广东 广州,00:00:13,0,PC端,Windows,Chrome,aHR0cHM6Ly93d3cubHVmZnljaXR5LmNvbS9taWNyby9wbGF5LzE4NTU,,2018-08-07 01:07:26
d1977c4d688bfd61d9ac45395839c7cc_d,02-HTML介绍_batch,7b0de1797af7061f60740f27127c21d9,183.236.0.60,广东 广州,00:00:14,0,PC端,Windows,Chrome,aHR0cHM6Ly93d3cubHVmZnljaXR5LmNvbS9taWNyby9wbGF5LzI0OTU,,2018-08-07 01:11:42
d1977c4d684704f7ec0ca1af04274a3a_d,,7b0de1797af7061f60740f27127c21d9,183.236.0.60,广东 广州,00:00:01,0,PC端,Windows,Chrome,aHR0cHM6Ly93d3cubHVmZnljaXR5LmNvbS9taWNyby9wbGF5LzI0OTU,,2018-08-07 01:11:25
d1977c4d68b36e9f0a6b485c9345ab8c_d,06  FTP项目 进度条功能优化,54ebbbb38e5e476ef131914846a92700,59.63.225.3,江西 南昌,00:00:35,0,PC端,Windows,Chrome,aHR0cHM6Ly93d3cubHVmZnljaXR5LmNvbS9taWNyby9wbGF5Lzg0Ng,,2018-08-04 19:00:10
d1977c4d682be03edd336192f55fd468_d,25-GIL的基本概念_batch,18126e7bd3f84b3f3e4df094def5b7de,223.74.81.213,广东 中山,00:16:26,0,PC端,Windows,Firefox,aHR0cHM6Ly93d3cubHVmZnljaXR5LmNvbS9taWNyby9wbGF5LzEwODY,,2018-08-07 01:11:53
d1977c4d68babc1d9836a0d20e8261be_d,40 pymysql模块之sql注入_batch,17c4815e5a4ca745d5c0340c09925a6c,183.94.139.26,湖北 武汉,00:06:13,0,移动端,Android Mobile,微信,aHR0cHM6Ly9tLmx1ZmZ5Y2l0eS5jb20vc3R1ZHkvdmlkZW9jb3Vyc2U_aWQ9MTgxMw,,2018-08-07 01:03:03
d1977c4d68481a1f9f0c8020f979ecc0_d,31面向对象的软件开发与作业介绍_batch,30d17ff40ea8c28ac4594450a6c9fb63,36.44.174.94,陕西 西安,00:08:25,0,PC端,Windows,Chrome,aHR0cHM6Ly93d3cubHVmZnljaXR5LmNvbS9taWNyby9wbGF5LzY3MQ,,2018-08-04 19:38:44
d1977c4d680f882a9373c42ec14adbd8_d,,7b0de1797af7061f60740f27127c21d9,183.236.0.60,广东 广州,00:07:17,0,PC端,Windows,Chrome,aHR0cHM6Ly93d3cubHVmZnljaXR5LmNvbS9taWNyby9wbGF5LzI0OTU,,2018-08-07 01:10:44
d1977c4d688c3fcebd5974a35785acaf_d,,7b0de1797af7061f60740f27127c21d9,183.236.0.60,广东 广州,00:00:03,0,PC端,Windows,Chrome,aHR0cHM6Ly93d3cubHVmZnljaXR5LmNvbS9taWNyby9wbGF5LzI0OTU,,2018-08-07 01:13:28
d1977c4d68f4b9d81db18e43de62e7c0_d,17文件传输功能实现_batch,bf6245bacf67142b195ddd084ddc03db,111.18.32.198,中国 未知,00:32:46,0,移动端,Android,QQ,aHR0cHM6Ly9tLmx1ZmZ5Y2l0eS5jb20vc3R1ZHkvdmlkZW9jb3Vyc2U_aWQ9ODI0,,2018-08-07 01:11:16
d1977c4d685cf4e4cd3cf00f3c63508e_d,39 pymysql模块之基本使用_batch,17c4815e5a4ca745d5c0340c09925a6c,183.94.139.26,湖北 武汉,00:07:11,0,移动端,Android Mobile,微信,aHR0cHM6Ly9tLmx1ZmZ5Y2l0eS5jb20vc3R1ZHkvdmlkZW9jb3Vyc2U_aWQ9MTgxMg,,2018-08-07 00:48:57
d1977c4d68ff4375c344a4fc270d31af_d,24-互斥锁_batch,18126e7bd3f84b3f3e4df094def5b7de,223.74.81.213,广东 中山,00:07:10,0,PC端,Windows,Firefox,aHR0cHM6Ly93d3cubHVmZnljaXR5LmNvbS9taWNyby9wbGF5LzEwODY,,2018-08-07 00:55:41
d1977c4d689e0335921e52199f3e85f1_d,22property的使用_batch,99efe2fef2daa9f28ece746557fde4c7,124.76.241.183,上海 上海,00:17:12,0,PC端,Mac OS X,Chrome,aHR0cHM6Ly93d3cubHVmZnljaXR5LmNvbS9taWNyby9wbGF5LzY2Mg,,2018-08-04 19:00:11
d1977c4d685fb526750f69492e46f946_d,38 Navicat工具的使用_batch,17c4815e5a4ca745d5c0340c09925a6c,183.94.139.26,湖北 武汉,00:02:29,0,移动端,Android Mobile,微信,aHR0cHM6Ly9tLmx1ZmZ5Y2l0eS5jb20vc3R1ZHkvdmlkZW9jb3Vyc2U_aWQ9MTgxMQ,,2018-08-07 00:54:23
d1977c4d6887f84a6083a27f344ce905_d,19封装之如何隐藏属性_batch,,124.79.160.255,上海 上海,00:45:09,0,PC端,Windows,Chrome,aHR0cHM6Ly93d3cubHVmZnljaXR5LmNvbS9taWNyby9wbGF5LzY0NA,,2018-08-04 18:59:31
d1977c4d68b107b149fd0e86b906e2d8_d,21 封装与可扩展性_batch,99efe2fef2daa9f28ece746557fde4c7,124.76.241.183,上海 上海,00:05:34,0,PC端,Mac OS X,Chrome,aHR0cHM6Ly93d3cubHVmZnljaXR5LmNvbS9taWNyby9wbGF5LzY2Mg,,2018-08-04 18:55:05
d1977c4d682717f8f2d7ee640f88a144_d,,17c4815e5a4ca745d5c0340c09925a6c,183.94.139.26,湖北 武汉,00:15:00,0,移动端,Android Mobile,微信,aHR0cHM6Ly9tLmx1ZmZ5Y2l0eS5jb20vc3R1ZHkvdmlkZW9jb3Vyc2U_aWQ9MTgxMA,,2018-08-07 00:42:05
d1977c4d687a2bf8c9031eb4e3a73100_d,16解决粘包问题-终极版本_batch,bf6245bacf67142b195ddd084ddc03db,111.18.32.198,中国 未知,00:20:27,0,移动端,Android,QQ,aHR0cHM6Ly9tLmx1ZmZ5Y2l0eS5jb20vc3R1ZHkvdmlkZW9jb3Vyc2U_aWQ9ODIz,,2018-08-07 00:19:50
d1977c4d687a2bf8c9031eb4e3a73100_d,16解决粘包问题-终极版本_batch,bf6245bacf67142b195ddd084ddc03db,111.18.32.198,中国 未知,00:00:29,0,移动端,Android,QQ,aHR0cHM6Ly9tLmx1ZmZ5Y2l0eS5jb20vc3R1ZHkvdmlkZW9jb3Vyc2U_aWQ9ODIz,,2018-08-07 00:25:28
d1977c4d6886ce40ca4cf8b9a930aebc_d,,c0a950d2717f4e8114d9a8df5fea5e3f,36.102.220.7,内蒙古 乌兰察布,00:05:38,0,PC端,Windows,Chrome,aHR0cHM6Ly93d3cubHVmZnljaXR5LmNvbS9taWNyby9wbGF5LzE3OTM,,2018-08-07 00:18:07
d1977c4d68189b9db09523fd363c96e9_d,23-守护线程_batch,18126e7bd3f84b3f3e4df094def5b7de,223.74.81.213,广东 中山,00:12:25,0,PC端,Windows,Firefox,aHR0cHM6Ly93d3cubHVmZnljaXR5LmNvbS9taWNyby9wbGF5LzEwODY,,2018-08-07 00:19:04
d1977c4d68798d50d2b817ab4c01407d_d,20基于udp协议的套接字介绍_batch,ecfa277a6e6cdb2628e429e31d0f72a8,115.171.23.105,北京 北京,00:19:03,0,PC端,Windows,Chrome,aHR0cHM6Ly93d3cubHVmZnljaXR5LmNvbS9taWNyby9wbGF5LzgyNw,,2018-08-04 18:55:30
d1977c4d6869587bb5a882f101117049_d,07-在简单套接字基础上加上通信循环,ab1fcfd62986588c083ab273531e8141,14.155.157.11,广东 深圳,00:09:18,0,PC端,Windows,Chrome,aHR0cHM6Ly93d3cubHVmZnljaXR5LmNvbS9taWNyby9wbGF5LzgwNQ,,2018-08-04 18:56:01
d1977c4d6869587bb5a882f101117049_d,07-在简单套接字基础上加上通信循环,ab1fcfd62986588c083ab273531e8141,14.155.157.11,广东 深圳,00:00:26,0,PC端,Windows,Chrome,aHR0cHM6Ly93d3cubHVmZnljaXR5LmNvbS9taWNyby9wbGF5LzgwNQ,,2018-08-04 18:55:51
d1977c4d6869587bb5a882f101117049_d,07-在简单套接字基础上加上通信循环,ab1fcfd62986588c083ab273531e8141,14.155.157.11,广东 深圳,00:00:26,0,PC端,Windows,Chrome,aHR0cHM6Ly93d3cubHVmZnljaXR5LmNvbS9taWNyby9wbGF5LzgwNQ,,2018-08-04 18:55:26
d1977c4d6869587bb5a882f101117049_d,07-在简单套接字基础上加上通信循环,ab1fcfd62986588c083ab273531e8141,14.155.157.11,广东 深圳,00:00:20,0,PC端,Windows,Chrome,aHR0cHM6Ly93d3cubHVmZnljaXR5LmNvbS9taWNyby9wbGF5LzgwNQ,,2018-08-04 18:55:41
d1977c4d6869587bb5a882f101117049_d,07-在简单套接字基础上加上通信循环,ab1fcfd62986588c083ab273531e8141,14.155.157.11,广东 深圳,00:00:20,0,PC端,Windows,Chrome,aHR0cHM6Ly93d3cubHVmZnljaXR5LmNvbS9taWNyby9wbGF5LzgwNQ,,2018-08-04 18:55:48
d1977c4d6869587bb5a882f101117049_d,07-在简单套接字基础上加上通信循环,ab1fcfd62986588c083ab273531e8141,14.155.157.11,广东 深圳,00:00:23,0,PC端,Windows,Chrome,aHR0cHM6Ly93d3cubHVmZnljaXR5LmNvbS9taWNyby9wbGF5LzgwNQ,,2018-08-04 18:55:25
d1977c4d6869587bb5a882f101117049_d,07-在简单套接字基础上加上通信循环,ab1fcfd62986588c083ab273531e8141,14.155.157.11,广东 深圳,00:00:30,0,PC端,Windows,Chrome,aHR0cHM6Ly93d3cubHVmZnljaXR5LmNvbS9taWNyby9wbGF5LzgwNQ,,2018-08-04 18:55:35
