视频ID,视频标题,自定义ID,IP地址,观众地理位置,观看时长,消耗流量,播放终端,操作系统,浏览器,观看地址,观众昵称,开始时间
d1977c4d68776ed5b8d606b387674769_d,27-url控制器之path方法_batch,32f337e428ba2ef618238e67b622b3f6,123.147.244.61,重庆 重庆,00:00:26,0,移动端,Android Mobile,Chrome Mobile,aHR0cHM6Ly9tLmx1ZmZ5Y2l0eS5jb20vc3R1ZHkvdmlkZW9jb3Vyc2U_aWQ9MjU0Mw,,2018-08-07 23:19:10
d1977c4d683bddbbdbe7ec6a13b68c10_d,09 python s5 day28 FTP项目 断点续传功能开发3,32de2fb8c24dd2b2a3c7fafb5b7bb191,180.138.94.84,广西 南宁,00:00:13,0,PC端,Windows,QQ,aHR0cHM6Ly93d3cubHVmZnljaXR5LmNvbS9taWNyby9wbGF5Lzg1NA,,2018-08-05 06:51:24
d1977c4d6889ae3757150c65d21af4dd_d,08 python s5 day28 FTP项目 断点续传功能开发2,32de2fb8c24dd2b2a3c7fafb5b7bb191,180.138.94.84,广西 南宁,00:03:24,0,PC端,Windows,QQ,aHR0cHM6Ly93d3cubHVmZnljaXR5LmNvbS9taWNyby9wbGF5Lzg1NA,,2018-08-05 06:52:03
d1977c4d686f1fc96df16c3d6d682177_d,53-background-repeat的使用_batch,c4b25eae73955b4b5e56bbda8c829cab,117.136.62.95,四川 成都,00:05:26,0,PC端,Windows,Chrome,aHR0cHM6Ly93d3cubHVmZnljaXR5LmNvbS9taWNyby9wbGF5LzI0OTk,,2018-08-07 23:19:57
d1977c4d68776ed5b8d606b387674769_d,27-url控制器之path方法_batch,32f337e428ba2ef618238e67b622b3f6,123.147.244.61,重庆 重庆,00:01:05,0,移动端,Android Mobile,Chrome Mobile,aHR0cHM6Ly9tLmx1ZmZ5Y2l0eS5jb20vc3R1ZHkvdmlkZW9jb3Vyc2U_aWQ9MjU0Mw,,2018-08-07 23:19:37
d1977c4d68776ed5b8d606b387674769_d,27-url控制器之path方法_batch,32f337e428ba2ef618238e67b622b3f6,117.136.56.101,黑龙江 未知,00:00:29,0,移动端,Android Mobile,Chrome Mobile,aHR0cHM6Ly9tLmx1ZmZ5Y2l0eS5jb20vc3R1ZHkvdmlkZW9jb3Vyc2U_aWQ9MjU0Mw,,2018-08-07 23:12:09
d1977c4d68cfc424fe3e6214d1cea4c9_d,52-background-img的使用_batch,c4b25eae73955b4b5e56bbda8c829cab,117.136.62.95,四川 成都,00:05:56,0,PC端,Windows,Chrome,aHR0cHM6Ly93d3cubHVmZnljaXR5LmNvbS9taWNyby9wbGF5LzI0OTk,,2018-08-07 22:38:24
d1977c4d68647e6fc60e0750f7d98a7d_d,07 python s5 day28 FTP项目 断点续传功能开发,,180.138.94.84,广西 南宁,00:14:39,0,PC端,Windows,QQ,aHR0cHM6Ly93d3cubHVmZnljaXR5LmNvbS9taWNyby9wbGF5LzgzMA,,2018-08-05 06:51:29
d1977c4d689610a8c2a7cc204e60a0f4_d,26-路由控制之名称空间2_batch,32f337e428ba2ef618238e67b622b3f6,117.136.56.101,黑龙江 未知,00:02:59,0,移动端,Android Mobile,Chrome Mobile,aHR0cHM6Ly9tLmx1ZmZ5Y2l0eS5jb20vc3R1ZHkvdmlkZW9jb3Vyc2U_aWQ9MjU1OQ,,2018-08-07 23:11:03
d1977c4d68b36e9f0a6b485c9345ab8c_d,06  FTP项目 进度条功能优化,,180.138.94.84,广西 南宁,00:07:08,0,PC端,Windows,QQ,aHR0cHM6Ly93d3cubHVmZnljaXR5LmNvbS9taWNyby9wbGF5LzgzMA,,2018-08-05 06:52:00
