视频ID,视频标题,自定义ID,IP地址,观众地理位置,观看时长,消耗流量,播放终端,操作系统,浏览器,观看地址,观众昵称,开始时间
d1977c4d681b230db0849e2aba5e0638_d,149常用模块学习-re正则表达式详解7,,120.231.109.249,中国 未知,00:10:40,0,PC端,Mac OS X,Chrome,https://www.luffycity.com/micro/play/323,,2019-01-18 00:02:04
d1977c4d6838ae3e8ac5b6ef754705ea_d,24While循环,,221.218.214.142,北京 北京,00:19:03,0,PC端,Windows,Chrome,https://www.luffycity.com/micro/play/81,,2019-01-18 00:00:42
d1977c4d68822fbec1b961c977acb89b_d,07-路飞-第33章-PXE-kickstart部署原理重现-ks配置文件详解_batch,,106.112.73.226,河北 邢台,00:00:11,0,PC端,Windows,Chrome,https://www.luffycity.com/micro/play/2118,,2019-01-18 00:00:47
d1977c4d68072bc89c8b80f29a2b474d_d,86函数-匿名函数_batch,,223.12.170.41,山西 太原,00:13:42,0,PC端,Windows,Chrome,https://www.luffycity.com/micro/play/203,,2019-01-17 23:50:55
d1977c4d687ffcd1b1038a5a87bdf4da_d,01,,171.212.139.157,四川 成都,00:01:52,0,移动端,Android Mobile,微信,https://m.luffycity.com/study/videocourse/4461,,2019-01-18 00:06:58
d1977c4d68c91d283a6d342577cdb315_d,40-offset系列_batch,,171.12.2.25,河南 郑州,00:04:25,0,PC端,Windows,Firefox,https://www.luffycity.com/micro/play/1944,,2019-01-18 00:01:10
d1977c4d68b57ecf95e0ade77fa8c05c_d,,,42.230.166.252,河南 驻马店,00:08:01,0,PC端,Windows,Chrome,https://www.luffycity.com/micro/play/2867,,2019-01-17 23:59:03
d1977c4d68dde7ea801e6533db6a8d8d_d,103函数-函数进阶-装饰器流程分析_batch,,58.208.62.134,江苏 苏州,00:09:57,0,PC端,Mac OS X,Chrome,https://www.luffycity.com/micro/play/219,,2019-01-18 00:00:18
d1977c4d682e73f6e76e35ab9a214406_d,20-备份服务命令应用--等价cp与scp命令_batch,,116.24.95.225,广东 深圳,00:14:34,0,移动端,Mac OS X (iPhone),Mobile Safari,https://m.luffycity.com/study/videocourse/2374,,2019-01-17 23:58:44
d1977c4d68b356909187b9a755bc9c1a_d,29自定义元类控制类的实例化行为_batch,,59.63.206.245,江西 南昌,00:00:08,0,PC端,Windows,Microsoft Edge,https://www.luffycity.com/micro/play/670,,2019-01-18 00:00:34
d1977c4d68ca286e478947e5f555df39_d,39-屏幕的可视宽高_batch,,171.12.2.25,河南 郑州,00:02:20,0,PC端,Windows,Firefox,https://www.luffycity.com/micro/play/1944,,2019-01-18 00:01:32
d1977c4d686dd11a75191ade886c892a_d,2.基于管道的持久化存储,,113.142.197.251,陕西 咸阳,00:18:59,0,PC端,Windows,Chrome,https://www.luffycity.com/micro/play/5080,,2019-01-18 00:01:06
d1977c4d68e53c64599208a262636cb5_d,41-存储RPC服务概念说明_batch,,110.152.2.198,新疆 乌鲁木齐,00:01:12,0,PC端,Windows,Chrome,https://www.luffycity.com/micro/play/2395,,2019-01-18 00:00:31
d1977c4d6890aec94e3e4ade565755e8_d,04-路飞-第33章-部署DCHP服务_batch,,113.90.37.8,广东 深圳,00:02:16,0,PC端,Windows,Firefox,https://www.luffycity.com/micro/play/3577,,2019-01-18 00:00:34
d1977c4d68326de3f8ebf1ae87a089fb_d,148常用模块学习-re正则表达式公式讲解6,,120.231.109.249,中国 未知,00:05:54,0,PC端,Mac OS X,Chrome,https://www.luffycity.com/micro/play/323,,2019-01-18 00:00:37
