视频ID,视频标题,自定义ID,IP地址,观众地理位置,观看时长,消耗流量,播放终端,操作系统,浏览器,观看地址,观众昵称,开始时间
d1977c4d681241d1d6750a0134d6a9e7_d,32定时器_batch,01f8343e378b1ae8d0b66c992e7f7563,125.80.228.86,重庆 重庆,00:09:26,0,PC端,Windows,Opera,https://www.luffycity.com/micro/play/1234,,2018-08-04 00:07:47
d1977c4d6875a480e8c088f0cd5607a0_d,74-SSH远程管理服务课程章节总结_batch,d2a999bf293e6e77b5ec2f5113ed62c4,111.50.68.86,宁夏 银川,00:03:58,0,PC端,Windows,QQ,https://www.luffycity.com/micro/play/2427,,2018-08-01 04:02:52
d1977c4d6833a1bbf2234fc8b73dc8e0_d,56-background-position方向的使用_batch,9cb86147d7c1294cc121324116fedc3f,116.230.85.159,上海 上海,00:12:50,0,PC端,Windows,Chrome,https://www.luffycity.com/micro/play/2519,,2018-08-03 19:48:50
d1977c4d685a9821cec000de87302d0f_d,07-路飞-第37章-tomcat多实例_batch,e1417f8078e0f296cf84e0ea13578ad9,111.199.158.160,北京 北京,00:06:00,0,PC端,Windows,Chrome,https://www.luffycity.com/micro/play/3449,,2018-08-02 00:37:57
d1977c4d68631591aed8b7ca5d07d537_d,79-ansible批量管理服务部署实践-02_batch,f052de1afa3b5509248d8ff4267e7991,119.129.229.229,广东 广州,00:19:20,0,PC端,Windows,Chrome,https://www.luffycity.com/micro/play/2432,,2018-08-03 20:49:19
d1977c4d68306bf9f458978a817c16ef_d,32Event事件_batch,01f8343e378b1ae8d0b66c992e7f7563,125.80.228.86,重庆 重庆,00:18:11,0,PC端,Windows,Opera,https://www.luffycity.com/micro/play/1112,,2018-08-02 05:47:47
d1977c4d68437e1a383ee12883465f58_d,33try...except...详细用法_batch,6263756c0f892f96dd1d012c3654b6bd,182.200.117.13,辽宁 沈阳,00:22:36,0,PC端,Windows,Chrome,https://www.luffycity.com/micro/play/830,,2018-08-03 19:00:45
d1977c4d681675086a4c9afe5567623c_d,08-服务器内部介绍,f0e7cb87b1c748d459eea0a0f2accfd8,117.151.21.253,湖北 武汉,00:02:09,0,移动端,Mac OS X (iPad),Mobile Safari,https://www.luffycity.com/micro/play/697,,2018-08-03 21:29:18
d1977c4d68e50aac5683d0b54f959f15_d,65-远程管理服务对比说明_batch,6d9fc5d5b9e2d1a99218fffbbce712a6,23.239.96.42,美国 未知,00:00:01,0,PC端,Mac OS X,Chrome,https://www.luffycity.com/micro/play/2418,,2018-08-01 03:45:16
d1977c4d682a50c099ab7eb8d89a3323_d,,d2a999bf293e6e77b5ec2f5113ed62c4,111.50.68.86,宁夏 银川,00:04:28,0,PC端,Windows,QQ,https://www.luffycity.com/micro/play/2426,,2018-08-02 02:01:21
d1977c4d68e34b0df639414e75622448_d,25 简单查询_batch,b1955bcdd57fab7b269abbb05a7abd51,223.73.212.73,广东 深圳,00:03:49,0,PC端,Windows,Chrome,https://www.luffycity.com/micro/play/1788,,2018-08-03 20:48:43
d1977c4d68dbdd0377e5d2dc5c6f4572_d,,b1955bcdd57fab7b269abbb05a7abd51,223.73.212.73,广东 深圳,00:00:01,0,PC端,Windows,Chrome,https://www.luffycity.com/micro/play/1791,,2018-08-02 01:39:59
d1977c4d68e34b0df639414e75622448_d,25 简单查询_batch,b1955bcdd57fab7b269abbb05a7abd51,223.73.212.73,广东 深圳,00:00:02,0,PC端,Windows,Chrome,https://www.luffycity.com/micro/play/1788,,2018-08-02 04:24:18
d1977c4d682a953247255ebcc0bbf6c9_d,31信号量_batch,01f8343e378b1ae8d0b66c992e7f7563,125.80.228.86,重庆 重庆,00:03:58,0,PC端,Windows,Opera,https://www.luffycity.com/micro/play/1111,,2018-08-01 03:36:04
d1977c4d684f796423e02229bdc0d71c_d,09开启子进程的两种方式_batch,1633b3def94a680c5d5a39e57978740a,171.213.12.25,四川 成都,00:04:51,0,PC端,Mac OS X,Safari,https://www.luffycity.com/micro/play/865,,2018-08-02 04:44:48
d1977c4d6888557da73dd53fe6a85256_d,07-服务器头部介绍,f0e7cb87b1c748d459eea0a0f2accfd8,117.151.21.253,湖北 武汉,00:03:59,0,移动端,Mac OS X (iPad),Mobile Safari,https://www.luffycity.com/micro/play/698,,2018-08-03 19:43:48
d1977c4d68a6d609a90895839327bab8_d,43 博客系统之个人站点页面的跳转过滤功能的实现2_batch,0908881ea1865ad750fb8b9c019b8e84,123.66.35.51,广东 深圳,00:11:02,0,PC端,Windows,Chrome,https://www.luffycity.com/micro/play/2996,,2018-08-03 19:56:46
d1977c4d688b18cc1499e1249a244bea_d,,d2a999bf293e6e77b5ec2f5113ed62c4,111.50.68.86,宁夏 银川,00:06:04,0,PC端,Windows,QQ,https://www.luffycity.com/micro/play/2425,,2018-08-03 22:32:33
d1977c4d68470fd7e3b97e62aeff13c3_d,21-在线班-第15章-Shell编程之if判断_batch,ed5cda295cfed4be379bc63850fcb0be,58.213.184.178,江苏 南京,00:00:24,0,PC端,Windows,QQ,https://www.luffycity.com/micro/play/2338,,2018-08-02 06:08:02
d1977c4d687a64c57532fa4a9b0546d7_d,20-在线班-第15章-Shell编程之测试表达式-中括号_batch,ed5cda295cfed4be379bc63850fcb0be,58.213.184.178,江苏 南京,00:00:36,0,PC端,Windows,QQ,https://www.luffycity.com/micro/play/2337,,2018-08-02 04:24:15
d1977c4d68e77ffabf2b1ba16acd2586_d,29-第二关练习题笔试题-第6题（下）_batch,3833e436ef28d91c65fe039e6947d316,121.204.34.123,福建 福州,00:09:16,0,PC端,Windows,Chrome,https://www.luffycity.com/micro/play/2199,,2018-08-02 05:05:03
d1977c4d685f3efd7668c2ec72990cf9_d,17-路飞-第36章-自动发现配置说明_batch,676818ff58423dbcc47d6696094a8971,117.154.241.170,中国 未知,00:18:58,0,PC端,Windows,Chrome,https://www.luffycity.com/micro/play/3288,,2018-08-03 19:39:20
d1977c4d68ca3ea7e41284ab38b07541_d,16组合_batch,1d4465a7b081eaabc1af06d3e5fe69a9,116.234.61.210,上海 上海,00:29:35,0,PC端,Mac OS X,Safari,https://www.luffycity.com/micro/play/576,,2018-08-03 21:33:56
d1977c4d68de4a7268e449a847b49963_d,28自定义元类控制类的创建_batch,c54f3747a5d0bed4c426e1645e5ce346,14.18.29.138,广东 广州,00:12:21,0,PC端,Windows,Chrome,https://www.luffycity.com/micro/play/670,,2018-08-01 09:34:00
d1977c4d682495349e53e94f2e882d51_d,58-相对定位的特性、位置属性_batch,09b2a4c92cf153c2a2f05a5240c59ba7,218.92.4.254,江苏 连云港,00:05:26,0,PC端,Windows,QQ,https://www.luffycity.com/micro/play/2521,,2018-08-01 04:46:31
d1977c4d6821e043ee05a0d2cc4b3e3f_d,10模拟ssh远程执行命令-项目分析_batch,3f96889d084b136661a19f2e305b5453,223.241.89.1,安徽 芜湖,00:00:37,0,PC端,Mac OS X,Chrome,https://www.luffycity.com/micro/play/817,,2018-08-02 05:47:31
d1977c4d6887f4252b1113b05812a12d_d,16-路飞-第36章-自动发现与自动注册_batch,676818ff58423dbcc47d6696094a8971,117.154.241.170,中国 未知,00:02:48,0,PC端,Windows,Chrome,https://www.luffycity.com/micro/play/3287,,2018-08-02 01:19:42
d1977c4d684e2ff2aafef3a85be33529_d,14继承的实现原理_batch,,123.139.44.85,陕西 西安,00:26:56,0,PC端,Windows,Chrome,https://www.luffycity.com/micro/play/644,,2018-08-03 20:51:08
d1977c4d68536558ee58fe73823364c1_d,19-在线班-第15章-Shell编程之变量赋值方法-read_batch,ed5cda295cfed4be379bc63850fcb0be,58.213.184.178,江苏 南京,00:06:14,0,PC端,Windows,QQ,https://www.luffycity.com/micro/play/2336,,2018-08-01 04:37:48
d1977c4d687caf87c4eb2193b41ce632_d,32什么是异常处理_batch,6263756c0f892f96dd1d012c3654b6bd,182.200.117.13,辽宁 沈阳,00:18:34,0,PC端,Windows,Chrome,https://www.luffycity.com/micro/play/829,,2018-08-02 00:17:48
d1977c4d68f919cfe2cbb3a67935f63e_d,,d2a999bf293e6e77b5ec2f5113ed62c4,111.50.68.86,宁夏 银川,00:08:34,0,PC端,Windows,QQ,https://www.luffycity.com/micro/play/2424,,2018-08-03 21:38:04
d1977c4d681b255f50fa9a37d94da556_d,24 记录的增删改查_batch,b1955bcdd57fab7b269abbb05a7abd51,223.73.212.73,广东 深圳,00:08:48,0,PC端,Windows,Chrome,https://www.luffycity.com/micro/play/1787,,2018-08-03 23:20:07
d1977c4d68c9febf83c49eaa3b937028_d,04操作系统发展史-批处理系统_batch,,123.116.46.151,北京 北京,00:02:57,0,PC端,Windows,Chrome,https://www.luffycity.com/micro/play/860,,2018-08-01 05:14:23
d1977c4d68348f28530792869573128c_d,57-相对定位的介绍_batch,09b2a4c92cf153c2a2f05a5240c59ba7,218.92.4.254,江苏 连云港,00:03:22,0,PC端,Windows,QQ,https://www.luffycity.com/micro/play/2658,,2018-08-01 06:30:56
d1977c4d68a552dcdcab08ac71f8e8ea_d,06-路飞-第37章-部署tomcat多个站点目录-location规则_batch,e1417f8078e0f296cf84e0ea13578ad9,111.199.158.160,北京 北京,00:07:04,0,PC端,Windows,Chrome,https://www.luffycity.com/micro/play/3448,,2018-08-03 21:22:43
d1977c4d68e80ed8a46b8e094f32ce86_d,55-css精灵图的介绍和使用_batch,9cb86147d7c1294cc121324116fedc3f,116.230.85.159,上海 上海,00:16:09,0,PC端,Windows,Chrome,https://www.luffycity.com/micro/play/2518,,2018-08-03 19:37:11
d1977c4d688c3fcebd5974a35785acaf_d,,9cb86147d7c1294cc121324116fedc3f,116.230.85.159,上海 上海,00:00:08,0,PC端,Windows,Chrome,https://www.luffycity.com/micro/play/2495,,2018-08-04 00:08:53
d1977c4d685fb526750f69492e46f946_d,38 Navicat工具的使用_batch,2abb01fc288cf4e5be77264dfee4c2ca,180.172.35.160,上海 上海,00:10:52,0,PC端,Windows,Chrome,https://www.luffycity.com/micro/play/1811,,2018-08-03 23:24:02
d1977c4d68004cd2add74cae7307e7d8_d,30死锁与递归锁_batch,01f8343e378b1ae8d0b66c992e7f7563,125.80.228.86,重庆 重庆,00:14:40,0,PC端,Windows,Opera,https://www.luffycity.com/micro/play/1110,,2018-08-04 00:11:27
d1977c4d683f549adb4c8f57035893a4_d,28-第二关练习题笔试题-第3题-第5题-第6题（上）_batch,3833e436ef28d91c65fe039e6947d316,121.204.34.123,福建 福州,00:09:07,0,PC端,Windows,Chrome,https://www.luffycity.com/micro/play/2198,,2018-08-01 03:28:57
d1977c4d68b0d6cbb323cfbea4a4adb2_d,,982fc915af5f1a3f0e4937e4fd6e7ba1,112.95.205.94,广东 深圳,00:09:32,0,PC端,Windows,Chrome,https://www.luffycity.com/micro/play/2509,,2018-08-01 08:48:12
d1977c4d689f9e78c3d35c0f9c20eafd_d,27-第二关练习题笔试题-第2题,3833e436ef28d91c65fe039e6947d316,121.204.34.123,福建 福州,00:01:05,0,PC端,Windows,Chrome,https://www.luffycity.com/micro/play/2197,,2018-08-04 00:10:49
d1977c4d681d98f475271b0c5b3b2a6d_d,10-路飞-第37章-tomcat安全优化及总结_batch,870f5e040a6919de15acc3eb49e7bf0b,119.250.90.210,河北 廊坊,00:00:19,0,PC端,Windows,Chrome,https://www.luffycity.com/micro/play/3452,,2018-08-04 00:08:36
d1977c4d68e77ffabf2b1ba16acd2586_d,29-第二关练习题笔试题-第6题（下）_batch,3833e436ef28d91c65fe039e6947d316,121.204.34.123,福建 福州,00:00:21,0,PC端,Windows,Chrome,https://www.luffycity.com/micro/play/2199,,2018-08-03 23:05:14
