视频ID,视频标题,自定义ID,IP地址,观众地理位置,观看时长,消耗流量,播放终端,操作系统,浏览器,观看地址,观众昵称,开始时间
d1977c4d6824da7ce7eea3b792f9ac28_d,09实现服务端可以对多个客户端提供服务_batch,,113.89.238.187,广东 深圳,00:15:49,0,PC端,Windows,Chrome,https://www.luffycity.com/micro/play/806,,2019-01-11 00:19:58
d1977c4d683bf758c2e5a13f7639ae8f_d,01 开场白,b43f469afabf853d124a6eb32d1fa32a,117.141.104.24,广西 防城港,00:04:14,0,PC端,Windows,Chrome,https://www.luffycity.com/micro/play/6220,,2019-01-11 00:10:36
d1977c4d68d96fdbfab4123016be21a8_d,01 第五章第一节对象的内存地址id-,b43f469afabf853d124a6eb32d1fa32a,117.141.104.24,广西 防城港,00:00:09,0,PC端,Windows,Chrome,https://www.luffycity.com/micro/play/6283,,2019-01-11 00:13:48
d1977c4d68760a636a53a39785367e48_d,72文件处理-混合操作文件_batch,39372bc0215abe1c314c369412dc4c25,123.126.152.235,北京 北京,00:05:29,0,移动端,Mac OS X (iPad),UC,https://m.luffycity.com/study/videocourse/192,,2019-01-11 00:10:43
d1977c4d6854b76078d684d57fd2eaa0_d,10查看进程的pid与ppid_batch,,106.38.63.134,北京 北京,00:00:18,0,PC端,Windows,Chrome,https://www.luffycity.com/micro/play/861,,2019-01-11 00:11:21
d1977c4d68923a4b9fb37740fbb4b159_d,,3e119ab537d3c4cc0c31b9277bfd785e,114.243.171.147,北京 北京,00:21:15,0,PC端,Windows,Chrome,https://www.luffycity.com/micro/play/5954,,2019-01-11 00:19:09
d1977c4d680c113f2fe0f46d134e10de_d,46元祖类型_batch,0ce6c5d181b6282573fdd8ad024256b6,117.152.215.123,湖北 武汉,00:00:08,0,移动端,Mac OS X (iPhone),Chrome Mobile,https://m.luffycity.com/study/videocourse/166,,2019-01-11 00:19:07
d1977c4d6814e484ecfaf910e3f0b341_d,上午03,,120.239.30.13,广东 汕尾,00:00:15,0,PC端,Windows,Chrome,https://www.luffycity.com/micro/play/6805,,2019-01-11 00:19:54
d1977c4d6818b8cdc7ba722ffb5ae7a4_d,36-第一关前练习题-第一题_batch,,120.239.30.13,广东 汕尾,00:00:08,0,PC端,Windows,Chrome,https://www.luffycity.com/micro/play/2162,,2019-01-11 00:19:18
d1977c4d684f796423e02229bdc0d71c_d,09开启子进程的两种方式_batch,,106.38.63.134,北京 北京,00:02:49,0,PC端,Windows,Chrome,https://www.luffycity.com/micro/play/861,,2019-01-11 00:19:41
d1977c4d68453311239a6c96f8e0645a_d,40-存储服务原理说明_batch,,110.152.2.197,新疆 乌鲁木齐,00:08:06,0,PC端,Windows,Chrome,https://www.luffycity.com/micro/play/2393,,2019-01-11 00:19:24
d1977c4d68ca9684ea7e50a103af4d8e_d,36浮点数和科学计数法_batch,,117.152.215.123,湖北 武汉,00:00:07,0,移动端,Mac OS X (iPhone),Chrome Mobile,https://m.luffycity.com/study/videocourse/156,,2019-01-11 00:19:34
d1977c4d682f524d95a723e74194d563_d,71文件处理-追加模式操作文件_batch,39372bc0215abe1c314c369412dc4c25,123.126.152.235,北京 北京,00:04:09,0,移动端,Mac OS X (iPad),UC,https://m.luffycity.com/study/videocourse/191,,2019-01-11 00:13:51
d1977c4d6832183a322bf3d8d8b5f94d_d,,99efe2fef2daa9f28ece746557fde4c7,218.78.190.196,上海 上海,00:08:12,0,PC端,Mac OS X,Chrome,https://www.luffycity.com/micro/play/1981,,2019-01-11 00:19:56
d1977c4d6801048bb5198b6a04bbb467_d,04 python第一章第二节 python的分类-,a4121c8327ee805f36b74bb378bf8982,139.227.3.82,上海 上海,00:11:33,0,PC端,Windows,Chrome,https://www.luffycity.com/micro/play/6223,,2019-01-11 00:18:59
d1977c4d68cc08a645a25d385866334a_d,,,59.53.224.0,江西 南昌,00:31:49,0,PC端,Windows,Chrome,https://www.luffycity.com/micro/play/4548,,2019-01-11 00:11:03
d1977c4d683e5525637abac20bfc7f66_d,20 博客系统之基于Ajax在注册页面显示错误信息1_batch,2abb01fc288cf4e5be77264dfee4c2ca,180.172.32.229,上海 上海,00:06:33,0,PC端,Mac OS X,Chrome,https://www.luffycity.com/micro/play/2899,,2019-01-11 00:10:13
d1977c4d686231ea30e5c8784861beb8_d,,3e119ab537d3c4cc0c31b9277bfd785e,114.243.171.147,北京 北京,00:06:01,0,PC端,Windows,Chrome,https://www.luffycity.com/micro/play/5954,,2019-01-11 00:11:33
d1977c4d68ef7a04ddd4226fd6bdff60_d,08-路飞-第37章-tomcat与反向代理_batch,f052de1afa3b5509248d8ff4267e7991,116.199.58.141,广东 广州,00:01:21,0,PC端,Windows,Chrome,https://www.luffycity.com/micro/play/3394,,2019-01-11 00:11:31
d1977c4d686edf4c246a19e1096ec744_d,14 第一章第十二节 格式化输出1,,117.29.136.81,福建 福州,00:19:11,0,PC端,Windows,Chrome,https://www.luffycity.com/micro/play/6235,,2019-01-10 23:49:31
d1977c4d68e48302bd50fea8ca86e215_d,115常用模块学习-模块的种类和导入方法_batch,,120.231.109.245,中国 未知,00:00:09,0,PC端,Mac OS X,Chrome,https://www.luffycity.com/micro/play/225,,2019-01-10 23:48:07
d1977c4d68a373aefd2630c5594ad490_d,114常用模块学习-小鸡汤_batch,,120.231.109.245,中国 未知,00:00:09,0,PC端,Mac OS X,Chrome,https://www.luffycity.com/micro/play/225,,2019-01-11 00:11:26
