视频ID,视频标题,自定义ID,IP地址,观众地理位置,观看时长,消耗流量,播放终端,操作系统,浏览器,观看地址,观众昵称,开始时间
d1977c4d689e4c61fdab3442ca86d26d_d,Python 全栈S16开班宣讲1_batch,baeb3b32be12b037b6b2a533e31d73b8,114.248.118.39,北京 北京,00:01:55,0,PC端,Ubuntu,Chrome,https://www.luffycity.com/micro/play/3930,,2018-09-30 00:04:39
d1977c4d68f7c09b82085c564bbd80e9_d,106函数-函数进阶-列表生成式_batch,,103.45.79.174,中国 未知,00:05:30,0,PC端,Windows,Chrome,https://www.luffycity.com/micro/play/226,,2018-09-30 00:03:28
d1977c4d68f7c09b82085c564bbd80e9_d,106函数-函数进阶-列表生成式_batch,,103.45.79.174,中国 未知,00:00:19,0,PC端,Windows,Chrome,https://www.luffycity.com/micro/play/224,,2018-09-30 00:04:11
d1977c4d68f7c09b82085c564bbd80e9_d,106函数-函数进阶-列表生成式_batch,,103.45.79.174,中国 未知,00:00:19,0,PC端,Windows,Chrome,https://www.luffycity.com/micro/play/224,,2018-09-30 00:03:13
d1977c4d688fc64fd8b60ac2c9aeee85_d,02-什么是网络,3185272cb04708b38fefb3bec9b0aa43,120.5.49.21,河北 唐山,00:10:44,0,PC端,Mac OS X,Chrome,https://www.luffycity.com/micro/play/1081,,2018-09-29 23:57:53
d1977c4d686d22c8a6884f424f05771c_d,03 不同平台下安装mysql_batch,c75562d267bc860a6c1748915345cac5,36.43.85.228,陕西 西安,00:10:29,0,PC端,Windows,Chrome,https://www.luffycity.com/micro/play/1272,,2018-09-29 23:56:43
d1977c4d68bb8b3daed8685fc2b2a9bc_d,12Python安装和Hello World,14613609feb52f7fc285ed08b117991e,123.145.31.234,重庆 重庆,00:02:36,0,PC端,Windows,Chrome,https://www.luffycity.com/micro/play/1420,,2018-09-29 23:56:47
d1977c4d684401329706745dfc731dda_d,37-第二关练习题笔试题-第12-13题及本章小结_batch,,101.229.128.173,上海 上海,00:06:53,59.56 MB,移动端,Mac OS X (iPad),Mobile Safari,https://www.luffycity.com/micro/play/2205,,2018-09-29 23:57:28
d1977c4d684e1c27cd3a18b3923de6ce_d,,,106.38.63.133,北京 北京,00:20:15,0,PC端,Windows,Chrome,https://www.luffycity.com/micro/play/62,,2018-09-29 23:55:39
d1977c4d6864149202487747188d8a01_d,31 博客系统之系统首页的文章列表的渲染1_batch,,58.100.94.195,浙江 杭州,00:07:22,0,PC端,Windows,QQ,https://www.luffycity.com/micro/play/2920,,2018-09-29 23:57:15
d1977c4d680758b9e53a0326a0a5030f_d,,618b0f514253119edd6ff124a9911eb5,183.17.238.84,广东 深圳,00:09:15,0,PC端,Windows,Chrome,https://www.luffycity.com/micro/play/1761,,2018-09-29 23:56:04
d1977c4d682abfcbb9e69956b1b37d77_d,50-图书管理系统之编辑功能_batch,,45.115.218.142,中国 未知,00:03:17,0,PC端,Windows,Chrome,https://www.luffycity.com/micro/play/4118,,2018-09-29 23:50:58
d1977c4d686315134d45022c33b28201_d,84-小米商城作业结构分析二_batch,,1.85.205.6,陕西 西安,00:06:42,0,PC端,Windows,Chrome,https://www.luffycity.com/micro/play/2522,,2018-09-29 23:57:04
d1977c4d68293bdddd45dc37e6e89bad_d,25-dead loop,,106.38.63.133,北京 北京,00:04:41,0,PC端,Windows,Chrome,https://www.luffycity.com/micro/play/62,,2018-09-29 23:56:03
d1977c4d689584397d96799af5633826_d,11Python解释器类型&amp;Python2or3,,121.35.184.86,广东 深圳,00:13:22,0,PC端,Windows,Chrome,https://www.luffycity.com/classmate/play/11,,2018-09-29 23:55:51
d1977c4d68e440b57044c6d6410cc92a_d,,,1.58.73.240,黑龙江 哈尔滨,00:10:19,0,PC端,Windows,QQ,https://www.luffycity.com/micro/play/3041,,2018-09-29 23:50:53
