视频ID,视频标题,自定义ID,IP地址,观众地理位置,观看时长,消耗流量,播放终端,操作系统,浏览器,观看地址,观众昵称,开始时间
d1977c4d6852e06a4263a6e5935ebe65_d,51-总结_batch,,120.229.24.122,中国 未知,00:00:18,0,PC端,Windows,Chrome,https://www.luffycity.com/micro/play/2176,,2018-10-09 00:06:15
d1977c4d6878ef21506606af3a0966ef_d,39 博客系统之个人站点页面的渲染布局1_batch,,112.17.236.183,浙江 未知,00:01:10,0,PC端,Windows,Chrome,https://www.luffycity.com/micro/play/2667,,2018-10-09 00:06:10
d1977c4d68ff746b90be6795d03d6f36_d,02 MySQL简单介绍_batch,e23492745430ba884b9bb0aebc5df7ad,183.154.213.18,浙江 金华,00:15:02,0,PC端,Windows,Chrome,https://www.luffycity.com/micro/play/1274,,2018-10-08 23:58:32
d1977c4d687726758faa629dcb080927_d,,,61.149.37.137,北京 北京,00:04:28,0,PC端,Windows,Chrome,https://www.luffycity.com/micro/play/1274,,2018-10-09 00:00:26
d1977c4d6851a76e4798d4e21230983d_d,01 递归介绍_batch,dcb6dd5bb40144a062b0d833d550b500,111.222.142.43,广东 深圳,00:03:41,0,PC端,Windows,Chrome,https://www.luffycity.com/micro/play/208,,2018-10-08 23:58:59
d1977c4d688f313fc5a954971e43b5fb_d,45-第一关课前练习题-第9题_batch,,114.249.219.51,北京 北京,00:08:22,0,PC端,Windows,Chrome,https://www.luffycity.com/micro/play/2171,,2018-10-08 23:59:55
d1977c4d687b6d91ee0084e7350697e1_d,,,183.48.88.79,广东 广州,00:14:14,0,PC端,Windows,Chrome,https://www.luffycity.com/micro/play/2322,,2018-10-09 00:06:15
d1977c4d68c8ef66740c464eb719135e_d,19 多表下的分组查询3_batch,,122.224.240.18,浙江 杭州,00:12:49,0,PC端,Windows,Firefox,https://www.luffycity.com/micro/play/2588,,2018-10-09 00:06:08
d1977c4d6819abbc76c336102899c3c9_d,78-forms组件的校验功能_batch,,112.10.85.20,浙江 杭州,00:00:03,0,PC端,Windows,Firefox,https://www.luffycity.com/micro/play/2652,,2018-10-08 23:59:21
d1977c4d68ca3ea7e41284ab38b07541_d,16组合_batch,,116.25.189.78,广东 深圳,00:24:57,0,PC端,Windows,Chrome,https://www.luffycity.com/micro/play/841,,2018-10-08 23:59:08
d1977c4d683eedec950ecb13c2fb421a_d,01MySQL-开篇_batch,e23492745430ba884b9bb0aebc5df7ad,183.154.213.18,浙江 金华,00:06:35,0,PC端,Windows,Chrome,https://www.luffycity.com/micro/play/1274,,2018-10-08 23:59:16
d1977c4d6805d77beb028c65e06295d1_d,49异步IO模型_batch,e23492745430ba884b9bb0aebc5df7ad,183.154.213.18,浙江 金华,00:00:10,0,PC端,Windows,Chrome,https://www.luffycity.com/micro/play/1274,,2018-10-08 23:57:55
d1977c4d685e8bc608d8d2b16ab015f3_d,,,39.162.37.95,河南 郑州,00:13:13,0,PC端,Windows,Chrome,https://www.luffycity.com/micro/play/2213,,2018-10-08 23:59:55
