视频ID,视频标题,自定义ID,IP地址,观众地理位置,观看时长,消耗流量,播放终端,操作系统,浏览器,观看地址,观众昵称,开始时间
d1977c4d68f320bfee55ce71a82c47da_d,,dd4d917502eb2ae42fb8f5976ce3584a,111.162.186.37,天津 天津,00:05:34,0,PC端,Windows,Chrome,https://www.luffycity.com/micro/play/3992,,2018-10-04 00:07:01
d1977c4d68c13502243bcdc0f21ed51e_d,,,114.254.4.22,北京 北京,00:07:24,0,PC端,Windows,Chrome,https://www.luffycity.com/micro/play/869,,2018-10-04 00:11:14
d1977c4d685f4d62c54474d75edddfc4_d,25-DOM对象的获取_batch,be6b4a1c7568df3caddad2ccbf61755b,68.33.97.0,美国 未知,00:10:10,0,PC端,Mac OS X,Chrome,https://www.luffycity.com/micro/play/1930,,2018-10-04 00:06:04
d1977c4d68cf120b07dc8c71a234b465_d,23流量控制-分数打印小程序,,111.19.99.130,陕西 未知,00:09:22,0,PC端,Windows,Chrome,https://www.luffycity.com/micro/play/80,,2018-10-03 23:29:15
d1977c4d68ec41551b20203591cdb905_d,64作业需求_batch,56b0627b72d4b5ef83c7fd61ce575c2d,117.121.46.3,北京 北京,00:00:07,0,PC端,Windows,Chrome,https://www.luffycity.com/micro/play/184,,2018-10-04 00:06:48
d1977c4d6888a42a10a6acfeefafa054_d,,,124.79.167.144,上海 上海,00:06:05,0,PC端,Windows,Chrome,https://www.luffycity.com/micro/play/4066,,2018-10-04 00:06:57
d1977c4d6870de06ca2af3b35e69118c_d,,c21ba64ea31897c5053bc9ab166ccc8c,180.169.127.118,上海 上海,00:08:59,0,PC端,Windows,Chrome,https://www.luffycity.com/micro/play/3845,,2018-10-04 00:11:29
d1977c4d68c56eb6f6219a5d53623869_d,12-全局CSS样式_batch,6273d6b2df94e2ead42465ea9c24f882,118.251.51.66,湖南 株洲,00:04:19,0,PC端,Mac OS X,Chrome,https://www.luffycity.com/micro/play/4074,,2018-10-04 00:05:57
d1977c4d6811eab3f1f69670c9319c76_d,,,114.254.4.22,北京 北京,00:08:10,0,PC端,Windows,Chrome,https://www.luffycity.com/micro/play/869,,2018-10-04 00:06:20
d1977c4d6850185dd4f2ce6ba5d5a03f_d,07-在线班-第10章-第4题-三剑客表示过滤与定位的方法,,112.65.61.13,上海 上海,00:08:56,0,PC端,Windows,Chrome,https://www.luffycity.com/micro/play/2250,,2018-10-03 23:51:24
d1977c4d6837792f102b76e71f82c2b4_d,,dd4d917502eb2ae42fb8f5976ce3584a,111.162.186.37,天津 天津,00:07:49,0,PC端,Windows,Chrome,https://www.luffycity.com/micro/play/3992,,2018-10-03 23:51:27
d1977c4d688a29e46bab768b6e90ebd7_d,,,124.79.167.144,上海 上海,00:04:19,0,PC端,Windows,Chrome,https://www.luffycity.com/micro/play/4066,,2018-10-04 00:05:31
d1977c4d68a28befb7e843c8fa9baee4_d,22流量分支-多分支,,111.19.99.130,陕西 未知,00:07:37,0,PC端,Windows,Chrome,https://www.luffycity.com/micro/play/79,,2018-10-03 23:22:41
d1977c4d686fc7a4b15f1a630c65981a_d,,dd4d917502eb2ae42fb8f5976ce3584a,111.162.186.37,天津 天津,00:05:23,0,PC端,Windows,Chrome,https://www.luffycity.com/micro/play/3992,,2018-10-03 23:44:20
d1977c4d687c973cc64261d04d20bfbd_d,06-在线班-第10章-第3题-三剑客表示排除的方法,,112.65.61.13,上海 上海,00:04:15,0,PC端,Windows,Chrome,https://www.luffycity.com/micro/play/2249,,2018-10-03 23:43:02
d1977c4d683abbf8ebadddeab0eada29_d,"05-常用标签一之h1~h6,p,a标签_batch",,14.18.29.139,广东 广州,00:15:03,0,PC端,Linux,Chrome,https://www.luffycity.com/micro/play/1857,,2018-10-03 23:42:44
d1977c4d68af98e22253d508d26c9c85_d,,,58.100.93.182,浙江 杭州,00:14:25,0,PC端,Windows,QQ,https://www.luffycity.com/micro/play/3607,,2018-10-03 23:46:12
d1977c4d685da46b94d7e023c9a0844a_d,,,124.79.167.144,上海 上海,00:07:26,0,PC端,Windows,Chrome,https://www.luffycity.com/micro/play/4066,,2018-10-03 23:43:27
d1977c4d689bd5320a329c6d9641ee97_d,09ATM作业讲解- 取现功能代码讲解_batch,736da3d172373faeb2d2299376d99f95,116.25.188.182,广东 深圳,00:00:21,0,PC端,Windows,Chrome,https://www.luffycity.com/micro/play/335,,2018-10-03 23:46:42
