视频ID,视频标题,自定义ID,IP地址,观众地理位置,观看时长,消耗流量,播放终端,操作系统,浏览器,观看地址,观众昵称,开始时间
d1977c4d6831e6f65b96671c7a39f630_d,105函数-函数进阶-装饰器带参数2_batch,,27.224.26.61,甘肃 定西,00:08:08,0,PC端,Windows,Chrome,https://www.luffycity.com/micro/play/232,,2019-01-26 23:59:03
d1977c4d6816c724024aa9f8c4635a45_d,06 尾递归优化_batch,28fcd4df4705284ae53f5082a49d026c,139.227.87.88,上海 上海,00:13:05,0,PC端,Windows,Chrome,https://www.luffycity.com/micro/play/2065,,2019-01-27 00:05:16
d1977c4d6881fcf8370e780155128ba5_d,01-课程介绍_batch,7fd51c89695b098a88a38f57ae4bfb2d,103.3.96.139,天津 天津,00:11:28,0,PC端,Windows,Chrome,https://www.luffycity.com/micro/play/3490,,2019-01-27 00:04:27
d1977c4d680c0d90c208c900c714b279_d,,,116.199.102.150,广东 广州,00:07:00,0,PC端,Windows,Chrome,https://www.luffycity.com/micro/play/3483,,2019-01-26 23:59:15
d1977c4d6873d706c5362eee8d974a1d_d,06-2webpack的深入使用,11e411edb79ecdb58c8d69aa4209629a,101.30.42.192,河北 廊坊,00:01:49,0,PC端,Mac OS X,Chrome,https://www.luffycity.com/micro/play/3528,,2019-01-26 23:58:34
d1977c4d680835135cdbb9db70059130_d,07 python s13 day27 cmdb dashboard讲解,17be15e6cb9444bc138b38e3cc12958a,183.11.69.225,广东 深圳,00:11:10,0,PC端,Mac OS X,Chrome,https://www.luffycity.com/micro/play/4887,,2019-01-26 23:58:50
d1977c4d6877c849871601cd84f40ea2_d,03-Shell及Shell脚本介绍_batch,7fd51c89695b098a88a38f57ae4bfb2d,103.3.96.139,天津 天津,00:00:58,0,PC端,Windows,Chrome,https://www.luffycity.com/micro/play/2815,,2019-01-26 23:57:06
d1977c4d68cae4db229f8dd18a07e405_d,104函数-函数进阶-装饰带参数的函数_batch,,61.153.34.137,浙江 金华,00:00:11,0,PC端,Windows,Chrome,https://www.luffycity.com/micro/play/224,,2019-01-26 23:56:53
d1977c4d68bd595824d065db8f0deaa8_d,86 stark组件开发之组合搜索实现（一）,,115.214.23.209,浙江 宁波,00:00:52,0,PC端,Windows,Chrome,https://www.luffycity.com/micro/play/6003,,2019-01-26 23:58:46
d1977c4d68b9252036c183d8efafb240_d,06-层级选择器_batch,,171.12.0.29,河南 郑州,00:12:28,0,PC端,Windows,Firefox,https://www.luffycity.com/micro/play/1985,,2019-01-26 23:58:05
d1977c4d6857bc2f6c619119695ae0ea_d,02-es6中let和const声明变量_batch,,115.204.95.26,浙江 杭州,00:09:35,0,PC端,Windows,Chrome,https://www.luffycity.com/micro/play/3528,,2019-01-26 23:57:32
d1977c4d68f7c09b82085c564bbd80e9_d,106函数-函数进阶-列表生成式_batch,,61.153.34.137,浙江 金华,00:05:58,0,PC端,Windows,Chrome,https://www.luffycity.com/micro/play/225,,2019-01-26 23:57:55
d1977c4d683ee5176dc3d81065a04bee_d,50-超链接美化导航案例_batch,dc58cd6a24a023ce7177d8f199d47875,211.103.82.130,天津 天津,00:10:03,0,移动端,Android Mobile,UC,https://m.luffycity.com/study/videocourse/2513,,2019-01-26 23:52:04
d1977c4d688bf0bfd5f5a4cacbb8246b_d,03员工信息表作业讲解-编写解析where语句的方法_batch,,116.114.23.48,内蒙古 通辽,00:32:15,0,PC端,Windows,Chrome,https://www.luffycity.com/micro/play/831,,2019-01-26 23:52:45
d1977c4d68d692687a2bde441077fd15_d,52 博客系统之文章点赞的保存_batch,,171.34.151.38,江西 南昌,00:06:53,0,PC端,Windows,Chrome,https://www.luffycity.com/micro/play/2996,,2019-01-26 23:57:08
d1977c4d68775736e6f891235483bd58_d,112函数-函数进阶-迭代器_batch,6961487d156f05bfecf103321de1020c,222.216.202.15,广西 贵港,00:17:26,0,PC端,Windows,Chrome,https://www.luffycity.com/micro/play/229,,2019-01-26 23:52:47
d1977c4d68cfaba4c7657d616f05f6ed_d,06-3webpack的基本使用,11e411edb79ecdb58c8d69aa4209629a,101.30.42.192,河北 廊坊,00:01:31,0,PC端,Mac OS X,Chrome,https://www.luffycity.com/micro/play/3528,,2019-01-26 23:51:44
d1977c4d68ddc20bc648ae8ba652e94a_d,80函数-返回值_batch,fe8c9f851f81e4de14ac86de00cd5734,115.226.76.95,浙江 绍兴,00:11:52,0,PC端,Windows,Chrome,https://www.luffycity.com/micro/play/193,,2019-01-26 23:50:28
d1977c4d6843915844ff6c2aa223ddaf_d,51 博客系统之文章点赞的事件绑定_batch,,171.34.151.38,江西 南昌,00:02:55,0,PC端,Windows,Chrome,https://www.luffycity.com/micro/play/2996,,2019-01-26 23:50:42
d1977c4d68ec12eb57cabcfab3e6def7_d,02-如何才能学好Shell编程？-第二遍_batch（调过声音版本）,7fd51c89695b098a88a38f57ae4bfb2d,103.3.96.139,天津 天津,00:07:40,0,PC端,Windows,Chrome,https://www.luffycity.com/micro/play/2815,,2019-01-26 23:52:47
d1977c4d685fa799ca781b2605299167_d,127常用模块学习-shutil模块详解_batch,,113.65.29.22,广东 广州,00:14:40,0,PC端,Windows,QQ,https://www.luffycity.com/micro/play/311,,2019-01-26 23:52:26
d1977c4d68fc35b4f38578cf7379ac5a_d,06-1webpack概念介绍,11e411edb79ecdb58c8d69aa4209629a,101.30.43.187,河北 廊坊,00:01:52,0,PC端,Mac OS X,Chrome,https://www.luffycity.com/micro/play/3528,,2019-01-26 23:52:21
d1977c4d6845ac55a12b0d59432a81d7_d,50 博客系统之文章点赞样式的构建_batch,,171.34.151.38,江西 南昌,00:03:08,0,PC端,Windows,Chrome,https://www.luffycity.com/micro/play/2996,,2019-01-26 23:50:54
d1977c4d688a4f2622d2452def9556ba_d,01-Shell编程实战开篇即讲师自我介绍_batch(调过声音版本),7fd51c89695b098a88a38f57ae4bfb2d,103.3.96.139,天津 天津,00:02:48,0,PC端,Windows,Chrome,https://www.luffycity.com/micro/play/2815,,2019-01-26 23:50:34
d1977c4d68f1f50a6bb3f8aa98e5b0a2_d,04三级菜单作业讲解之装逼版2_batch,,112.21.93.177,江苏 南通,00:00:01,0,PC端,Windows,Microsoft Edge,https://www.luffycity.com/micro/play/297,,2019-01-26 23:45:48
