视频ID,视频标题,自定义ID,IP地址,观众地理位置,观看时长,消耗流量,播放终端,操作系统,浏览器,观看地址,观众昵称,开始时间
d1977c4d68a76c130ad52c4d36e8a7da_d,,,123.185.144.51,辽宁 大连,00:00:02,0,PC端,Windows,Chrome,https://www.luffycity.com/micro/play/1859,,2018-11-07 00:17:48
d1977c4d6879060f6ea48de25e60dad1_d,21-正则表达式与通配符区别_batch,,223.166.144.176,上海 上海,00:03:30,0,PC端,Mac OS X,Safari,https://www.luffycity.com/micro/play/774,,2018-11-07 00:22:58
d1977c4d687aca24ac0d03b563bddcb9_d,07博客系统之创建项目与迁移表_batch,,120.4.240.160,河北 唐山,00:02:52,0,PC端,Mac OS X,Chrome,https://www.luffycity.com/micro/play/2895,,2018-11-07 00:18:29
d1977c4d685dd75adaf7caf04656f8bc_d,41 pymysql模块之增删改查_batch,,171.12.2.219,河南 郑州,00:10:23,0,PC端,Windows,Firefox,https://www.luffycity.com/micro/play/1812,,2018-11-07 00:17:44
d1977c4d68e426153eec077093b55d25_d,31二进制转换（二）_batch,bddab68425809b9c18cbc20441d8d35d,60.26.5.219,天津 天津,00:19:29,0,PC端,Windows,Chrome,https://www.luffycity.com/micro/play/86,,2018-11-07 00:17:26
d1977c4d68a6ff692d894166bd752369_d,46-第一关课前练习题-第10题-Linux别名_batch,,106.9.153.132,河北 邢台,00:22:24,0,PC端,Windows,搜狗,https://www.luffycity.com/micro/play/2148,,2018-11-07 00:18:37
d1977c4d684b76f455f74a6d75c4b149_d,06 博客系统之表结构设计5_batch,,120.4.240.160,河北 唐山,00:03:18,0,PC端,Mac OS X,Chrome,https://www.luffycity.com/micro/play/2895,,2018-11-07 00:17:28
d1977c4d68925d8afc947d0076a7409c_d,38进程池线程池小练习_batch,,120.4.240.160,河北 唐山,00:11:21,0,PC端,Mac OS X,Chrome,https://www.luffycity.com/micro/play/1236,,2018-11-07 00:18:33
d1977c4d68e3bcfe43ea0d00ab4b7f47_d,,,175.0.227.70,湖南 长沙,00:00:29,0,PC端,Windows,Chrome,https://www.luffycity.com/micro/play/2218,,2018-11-07 00:17:22
d1977c4d688bdf5ebe7790360a8322d4_d,04 python s5 day 27 ftp项目制定标准定长消息头,c0a24b98e089b6b0f5d3674430cebe0c,223.104.29.194,宁夏 未知,00:00:01,0,PC端,Windows,Chrome,https://www.luffycity.com/micro/play/848,,2018-11-07 00:16:01
d1977c4d68babc1d9836a0d20e8261be_d,40 pymysql模块之sql注入_batch,,171.12.2.219,河南 郑州,00:04:55,0,PC端,Windows,Firefox,https://www.luffycity.com/micro/play/1812,,2018-11-07 00:18:08
d1977c4d687558936c6931b0489a373f_d,07编程语言介绍（三）高级语言,,113.200.106.189,陕西 西安,00:09:35,0,PC端,Windows,Chrome,https://www.luffycity.com/micro/play/62,,2018-11-07 00:17:15
d1977c4d682da1caf67dddf0812735b8_d,03三级菜单作业讲解之装逼版_batch,45a9a0297deb34018b72c7b7b942c54b,113.81.2.47,广东 惠州,00:04:13,0,PC端,Windows,Chrome,https://www.luffycity.com/micro/play/296,,2018-11-07 00:18:39
d1977c4d68b3a8f9957b3f3dce2aff2d_d,03-路飞-第37章-运行启动及tomcat日志说明_batch,870f5e040a6919de15acc3eb49e7bf0b,123.150.183.205,天津 天津,00:09:31,0,移动端,Android Mobile,UC,https://m.luffycity.com/study/videocourse?id=3445,,2018-11-07 00:16:10
d1977c4d688f313fc5a954971e43b5fb_d,45-第一关课前练习题-第9题_batch,,106.9.153.132,河北 邢台,00:05:27,0,PC端,Windows,搜狗,https://www.luffycity.com/micro/play/2148,,2018-11-06 23:46:34
d1977c4d686a056128a8b87b97204961_d,06-扩展架构汇总说明_batch,,110.152.4.195,新疆 乌鲁木齐,00:02:26,0,PC端,Windows,Chrome,https://www.luffycity.com/micro/play/1254,,2018-11-07 00:18:20
d1977c4d689d8ffb866fb3c706e2aaa6_d,05 博客系统之表结构设计4_batch,,120.4.240.160,河北 唐山,00:04:23,0,PC端,Mac OS X,Chrome,https://www.luffycity.com/micro/play/2895,,2018-11-07 00:18:30
d1977c4d68e3bcfe43ea0d00ab4b7f47_d,,,123.185.144.51,辽宁 大连,00:10:06,0,PC端,Windows,Chrome,https://www.luffycity.com/micro/play/1859,,2018-11-07 00:16:27
d1977c4d680966907ab63013fc1c0d54_d,10-DIY一个web框架2_batch,be6b4a1c7568df3caddad2ccbf61755b,68.33.97.0,美国 未知,00:22:56,0,PC端,Mac OS X,Chrome,https://www.luffycity.com/micro/play/2636,,2018-11-07 00:17:08
d1977c4d689fbec6bf71eddc32bc3c9c_d,03 递归的作用？_batch,,113.89.96.45,广东 深圳,00:02:05,0,PC端,Windows,Chrome,https://www.luffycity.com/micro/play/210,,2018-11-06 23:48:48
d1977c4d689fbec6bf71eddc32bc3c9c_d,03 递归的作用？_batch,,113.89.96.45,广东 深圳,00:00:08,0,PC端,Windows,Chrome,https://www.luffycity.com/micro/play/210,,2018-11-06 23:46:59
