视频ID,视频标题,自定义ID,IP地址,观众地理位置,观看时长,消耗流量,播放终端,操作系统,浏览器,观看地址,观众昵称,开始时间
d1977c4d681ae5c0a478934926be7a3b_d,14-1 博客系统之登录验证_batch,,110.52.125.237,湖南 湘潭,00:00:30,0,PC端,Windows,Microsoft Edge,https://www.luffycity.com/micro/play/2896,,2018-11-20 00:01:22
d1977c4d6852e06a4263a6e5935ebe65_d,51-总结_batch,5f834e6820d59c4e1b6c44a06490e7ea,111.202.66.28,北京 北京,00:00:04,0,PC端,Mac OS X,Chrome,https://www.luffycity.com/micro/play/2176,,2018-11-20 00:01:20
d1977c4d68aa6af24825575cb3859274_d,08 博客系统之登录页面的设计_batch,,110.52.125.237,湖南 湘潭,00:00:31,0,PC端,Windows,Microsoft Edge,https://www.luffycity.com/micro/play/2896,,2018-11-20 00:06:53
d1977c4d687aca24ac0d03b563bddcb9_d,07博客系统之创建项目与迁移表_batch,,110.52.125.237,湖南 湘潭,00:00:03,0,PC端,Windows,Microsoft Edge,https://www.luffycity.com/micro/play/2896,,2018-11-20 00:00:56
d1977c4d68072bc89c8b80f29a2b474d_d,86函数-匿名函数_batch,,14.152.94.37,广东 东莞,00:13:29,0,移动端,Android Mobile,Chrome Mobile,https://m.luffycity.com/study/videocourse?id=206,,2018-11-20 00:00:50
d1977c4d6889f812522425be68638881_d,18队列的使用_batch,9848850b30cf1fc8038ad55e3dabb69d,116.23.154.243,广东 广州,00:06:35,0,移动端,Mac OS X (iPad),Mobile Safari,https://www.luffycity.com/micro/play/874,,2018-11-19 23:59:37
d1977c4d683bd7b934d6ceeee35640e1_d,55字符编码回顾_batch,136e249db7139bcb87134dfa518f1bad,60.3.159.170,河北 唐山,00:18:43,0,PC端,Mac OS X,Safari,https://www.luffycity.com/micro/play/161,,2018-11-19 23:59:46
d1977c4d689da3d3cd3b516058946056_d,48 博客系统之文章详情页渲染的标签字符串转义1_batch,11e411edb79ecdb58c8d69aa4209629a,60.3.145.234,河北 唐山,00:00:06,0,PC端,Mac OS X,Chrome,https://www.luffycity.com/micro/play/2997,,2018-11-20 00:00:06
d1977c4d68f6088aded3a6f50e5a73dc_d,17-在线班-第15章-Shell编程之环境变量相关的文件和目录_batch,,223.166.144.176,上海 上海,00:02:49,0,PC端,Mac OS X,Firefox,https://www.luffycity.com/micro/play/2322,,2018-11-19 23:58:54
d1977c4d68053831777f56cc34acfdfc_d,,,110.52.125.237,湖南 湘潭,00:00:45,0,PC端,Windows,Microsoft Edge,https://www.luffycity.com/micro/play/2896,,2018-11-19 23:59:40
