视频ID,视频标题,自定义ID,IP地址,观众地理位置,观看时长,消耗流量,播放终端,操作系统,浏览器,观看地址,观众昵称,开始时间
d1977c4d6819569e2a30cbfdc9942e17_d,37异步调用与回调机制_batch,,14.20.39.194,广东 深圳,00:07:05,0,移动端,Mac OS X (iPad),Mobile Safari,https://m.luffycity.com/study/videocourse?id=1262,,2018-06-24 00:09:56
d1977c4d68550f592734e7e0f1f7a422_d,,c21ba64ea31897c5053bc9ab166ccc8c,211.161.244.96,上海 上海,00:05:00,0,PC端,Windows,Chrome,https://www.luffycity.com/micro/play/2497,,2018-06-24 00:08:05
d1977c4d68784b096f5154fec23b44ea_d,56-多表操作之一对多添加纪录_batch,c2defa083bf65b787ef8c6fb26c20dff,61.140.69.9,广东 广州,00:18:26,0,PC端,Windows,Chrome,https://www.luffycity.com/micro/play/2663,,2018-06-24 00:08:13
d1977c4d68b36e9f0a6b485c9345ab8c_d,06  FTP项目 进度条功能优化,821ace13072c260c6c7060921f89f99c,183.192.82.60,上海 上海,00:09:52,0,PC端,Mac OS X,Safari,https://www.luffycity.com/micro/play/852,,2018-06-24 00:08:52
d1977c4d68105ec891abdfe8a4805439_d,,093a95d23e4da5048a193d2992cbdb0e,222.219.154.246,云南 楚雄彝族自治州,00:03:56,0,PC端,Windows,Chrome,https://www.luffycity.com/micro/play/1772,,2018-06-24 00:09:37
d1977c4d683a73eeb2034be9070d6e98_d,07 属性查找与绑定方法_batch,bf6245bacf67142b195ddd084ddc03db,111.18.47.64,中国 未知,00:07:20,0,移动端,Android,QQ,https://m.luffycity.com/study/videocourse?id=409,,2018-06-24 00:08:19
d1977c4d6819569e2a30cbfdc9942e17_d,37异步调用与回调机制_batch,,14.20.39.194,广东 深圳,00:13:08,0,移动端,Mac OS X (iPad),Mobile Safari,https://m.luffycity.com/study/videocourse?id=1262,,2018-06-24 00:06:28
d1977c4d6830da9f0f898b383af86993_d,,2567a5ec9705eb7ac2c984033e06189d,115.51.119.243,河南 洛阳,00:07:42,0,PC端,Windows,Chrome,https://www.luffycity.com/micro/play/2003,,2018-06-23 23:43:42
d1977c4d680e8ba9c71427547cde714b_d,02 基于多表的图书管理系统添加功能1_batch,534b44a19bf18d20b71ecc4eb77c572f,219.147.95.154,黑龙江 大庆,00:00:45,0,PC端,Mac OS X,Chrome,https://www.luffycity.com/micro/play/3077,,2018-06-23 23:39:42
d1977c4d680e8ba9c71427547cde714b_d,02 基于多表的图书管理系统添加功能1_batch,534b44a19bf18d20b71ecc4eb77c572f,219.147.95.154,黑龙江 大庆,00:00:48,0,PC端,Mac OS X,Chrome,https://www.luffycity.com/micro/play/3077,,2018-06-23 23:37:45
d1977c4d6826405cc2dd4c1011ebbb21_d,40协程实现与总结_batch,2366db0b1dc73126cb72585120f44159,182.150.103.144,四川 成都,00:04:58,0,PC端,Windows,Chrome,https://www.luffycity.com/micro/play/1265,,2018-06-23 23:36:08
d1977c4d68ddbef7395ee2e2e42a147b_d,55-ORM生成关联表模型_batch,c2defa083bf65b787ef8c6fb26c20dff,61.140.69.9,广东 广州,00:21:22,0,PC端,Windows,Chrome,https://www.luffycity.com/micro/play/2663,,2018-06-23 23:38:39
d1977c4d68fd1941ccfc485b4b3fa65e_d,01 多表操作的章节作业布置-基于多表的图书管理系统_batch,534b44a19bf18d20b71ecc4eb77c572f,219.147.95.154,黑龙江 大庆,00:03:52,0,PC端,Mac OS X,Chrome,https://www.luffycity.com/micro/play/3077,,2018-06-23 23:34:46
d1977c4d68c4dd2d3ff9a72220a8d28d_d,39协程介绍_batch,2366db0b1dc73126cb72585120f44159,182.150.103.144,四川 成都,00:02:45,0,PC端,Windows,Chrome,https://www.luffycity.com/micro/play/1264,,2018-06-23 23:33:21
d1977c4d6843e6f4148e362a7568b7c3_d,35进程池线程池_batch,,14.20.39.194,广东 深圳,00:15:38,0,移动端,Mac OS X (iPad),Mobile Safari,https://m.luffycity.com/study/videocourse?id=1238,,2018-06-23 23:34:02
d1977c4d68f079e61a96885875b8d9bc_d,34多线程实现并发的套接字通信_batch,,14.20.39.194,广东 深圳,00:01:29,0,移动端,Mac OS X (iPad),Mobile Safari,https://m.luffycity.com/study/videocourse?id=1237,,2018-06-23 23:31:32
d1977c4d68b9240a2ce8b58fcedcb324_d,05 数据库表关系之sql创建关联表_batch,c2defa083bf65b787ef8c6fb26c20dff,61.140.69.9,广东 广州,00:06:24,0,PC端,Windows,Chrome,https://www.luffycity.com/micro/play/2663,,2018-06-23 23:33:46
d1977c4d689411c92e6e47c9b1380fe7_d,,2567a5ec9705eb7ac2c984033e06189d,115.51.119.243,河南 洛阳,00:08:24,0,PC端,Windows,Chrome,https://www.luffycity.com/micro/play/2003,,2018-06-23 23:28:04
d1977c4d68f50b06e4b0b57e329690d4_d,04 数据库表关系之关联字段与外键约束_batch,c2defa083bf65b787ef8c6fb26c20dff,61.140.69.9,广东 广州,00:05:01,0,PC端,Windows,Chrome,https://www.luffycity.com/micro/play/2663,,2018-06-23 23:28:08
d1977c4d68925d8afc947d0076a7409c_d,38进程池线程池小练习_batch,2366db0b1dc73126cb72585120f44159,182.150.103.144,四川 成都,00:09:06,0,PC端,Windows,Chrome,https://www.luffycity.com/micro/play/1091,,2018-06-23 23:23:13
d1977c4d68d6bb302d647a44d2d7e062_d,06基于socket实现简单套接字通信,6273d6b2df94e2ead42465ea9c24f882,36.101.245.238,海南 白沙黎族自治县,00:46:31,0,PC端,Mac OS X,Safari,https://www.luffycity.com/micro/play/804,,2018-06-23 23:23:02
d1977c4d68cf0c50ff88ab4828f1c1ec_d,,2567a5ec9705eb7ac2c984033e06189d,115.51.119.243,河南 洛阳,00:09:41,0,PC端,Windows,Chrome,https://www.luffycity.com/micro/play/2003,,2018-06-23 23:21:38
d1977c4d68fa291e571c168297431902_d,03 数据库表关系之一对多一_batch,c2defa083bf65b787ef8c6fb26c20dff,61.140.69.9,广东 广州,00:05:39,0,PC端,Windows,Chrome,https://www.luffycity.com/micro/play/2663,,2018-06-23 23:23:08
