视频ID,视频标题,自定义ID,IP地址,观众地理位置,观看时长,消耗流量,播放终端,操作系统,浏览器,观看地址,观众昵称,开始时间
d1977c4d689d297c13f8361f44c673ba_d,21流量控制-单双分支,36323bc485042cc2ade28d8f3a134c9f,59.63.206.245,江西 南昌,00:16:56,0,PC端,Mac OS X,Chrome,https://www.luffycity.com/micro/play/77,,2018-11-12 00:11:15
d1977c4d683698c15d335c67c385153a_d,29-url控制总结_batch,,121.237.51.121,江苏 南京,00:01:17,0,PC端,Mac OS X,Chrome,https://www.luffycity.com/micro/play/2556,,2018-11-12 00:04:10
d1977c4d6813d31c5b1ab93af610f3a3_d,06递归_batch,5dc76d647977916992cacfd6cb3e0545,58.100.106.77,浙江 杭州,00:06:21,0,PC端,Windows,QQ,https://www.luffycity.com/micro/play/3665,,2018-11-12 00:10:56
d1977c4d68ca3626d8af0128787732b6_d,11-AI时代首选Python,e9dc1181076fb9e3f71205c8162113e0,1.81.78.39,陕西 未知,00:06:48,0,移动端,Android Mobile,UC,https://m.luffycity.com/study/videocourse?id=423,,2018-11-12 00:05:32
d1977c4d686c154d96dc028d1a8be52a_d,14-Django简介_batch,bf6245bacf67142b195ddd084ddc03db,113.143.167.57,陕西 西安,00:11:39,0,移动端,Android,QQ,https://m.luffycity.com/study/videocourse?id=2549,,2018-11-12 00:04:17
d1977c4d68660ffecbb9277842860d88_d,05空间复杂度_batch,5dc76d647977916992cacfd6cb3e0545,58.100.106.77,浙江 杭州,00:03:02,0,PC端,Windows,QQ,https://www.luffycity.com/micro/play/3665,,2018-11-12 00:04:37
d1977c4d685eceb0adeb55061ed9b94d_d,84-form组件之全局钩子校验_batch,843044e17d18ab8261810f9ab80b4c1a,59.33.66.38,广东 中山,00:16:21,0,PC端,Windows,Chrome,https://www.luffycity.com/micro/play/2660,,2018-11-12 00:04:19
d1977c4d686927afb4f9e9d724e0d9a6_d,,,118.112.107.65,四川 成都,00:08:06,0,PC端,Windows,Chrome,https://www.luffycity.com/micro/play/2830,,2018-11-12 00:04:35
d1977c4d68eed369bb032c93d7ae5f8f_d,,e9dc1181076fb9e3f71205c8162113e0,1.81.78.39,陕西 未知,00:01:41,0,移动端,Android Mobile,UC,https://m.luffycity.com/study/videocourse?id=590,,2018-11-12 00:05:53
d1977c4d68c4f3f4eadebff667fdcc90_d,28-path的自定义转换器_batch,,121.237.51.121,江苏 南京,00:04:36,0,PC端,Mac OS X,Chrome,https://www.luffycity.com/micro/play/2556,,2018-11-12 00:06:10
d1977c4d68f5d2f920b4b88114fc2b09_d,04简单判断时间复杂度_batch,5dc76d647977916992cacfd6cb3e0545,58.100.106.77,浙江 杭州,00:01:32,0,PC端,Windows,QQ,https://www.luffycity.com/micro/play/3665,,2018-11-12 00:04:04
d1977c4d6879cc3c232678f7d64ab6fe_d,,,58.210.61.238,江苏 苏州,00:09:36,0,PC端,Windows,Chrome,https://www.luffycity.com/micro/play/4289,,2018-11-12 00:02:46
d1977c4d68776ed5b8d606b387674769_d,27-url控制器之path方法_batch,,121.237.51.121,江苏 南京,00:04:15,0,PC端,Mac OS X,Chrome,https://www.luffycity.com/micro/play/2556,,2018-11-12 00:05:35
d1977c4d687768fec81d4394b4c027fe_d,36-模板语法之继承_batch,,110.53.128.81,湖南 湘潭,00:07:36,0,PC端,Windows,Microsoft Edge,https://www.luffycity.com/micro/play/2566,,2018-11-12 00:02:13
d1977c4d6859dfa17b70e28420176e27_d,27-GIL与多线程_batch,9a205dff047d504bb2b3ecd51bf4914d,115.200.210.191,浙江 杭州,00:00:08,0,PC端,Mac OS X,Chrome,https://www.luffycity.com/micro/play/1091,,2018-11-12 00:04:13
d1977c4d68a2b870b79e769670531138_d,16-Linux核心目录讲解之运行级别inittab说明02_batch,,106.112.78.136,河北 邢台,00:00:13,0,PC端,Windows,搜狗,https://www.luffycity.com/micro/play/2172,,2018-11-11 23:47:07
d1977c4d681db11c2a9a73b1522210fd_d,60Python3通过查看编码映射表确定编码类型_batch,,59.63.206.245,江西 南昌,00:14:39,0,移动端,Android Mobile,Chrome Mobile,https://m.luffycity.com/study/videocourse?id=180,,2018-11-12 00:05:35
d1977c4d6884c5beeb523dc003e3955b_d,24-流程控制之反向解析2_batch,,121.237.51.121,江苏 南京,00:02:23,0,PC端,Mac OS X,Chrome,https://www.luffycity.com/micro/play/2556,,2018-11-12 00:05:34
d1977c4d68340a5bd7628ed024e6ab9b_d,05 如何使用类_batch,,221.233.214.41,湖北 孝感,00:11:40,0,移动端,Android Mobile,Chrome Mobile,https://m.luffycity.com/study/videocourse?id=407,,2018-11-11 23:47:01
